Player_ID,Name,Position,Team,Opponent,Line_Score_existing,Stat_Type,Game_ID,Start_Time
1596,Clint Capela,C,ATL,IND,0.5,Steals,2fa2202e-0221-474b-a1a4-1a47893798a0,2024-01-12T19:40:00-05:00
1596,Clint Capela,C,ATL,IND,6.5,Defensive Rebounds,2fa2202e-0221-474b-a1a4-1a47893798a0,2024-01-12T19:40:00-05:00
1596,Clint Capela,C,ATL,IND,11.5,Rebs+Asts,2fa2202e-0221-474b-a1a4-1a47893798a0,2024-01-12T19:40:00-05:00
1596,Clint Capela,C,ATL,IND,1.5,Blocked Shots,2fa2202e-0221-474b-a1a4-1a47893798a0,2024-01-12T19:40:00-05:00
1596,Clint Capela,C,ATL,IND,23.5,Pts+Rebs+Asts,2fa2202e-0221-474b-a1a4-1a47893798a0,2024-01-12T19:40:00-05:00
1596,Clint Capela,C,ATL,IND,33.0,Fantasy Score,2fa2202e-0221-474b-a1a4-1a47893798a0,2024-01-12T19:40:00-05:00
1596,Clint Capela,C,ATL,IND,12.5,Points,2fa2202e-0221-474b-a1a4-1a47893798a0,2024-01-12T19:40:00-05:00
1596,Clint Capela,C,ATL,IND,2.0,Dunks,2fa2202e-0221-474b-a1a4-1a47893798a0,2024-01-12T19:40:00-05:00
1596,Clint Capela,C,ATL,IND,10.5,Rebounds,2fa2202e-0221-474b-a1a4-1a47893798a0,2024-01-12T19:40:00-05:00
87498,Aaron Nesmith,G-F,IND,ATL,15.5,Pts+Rebs,2fa2202e-0221-474b-a1a4-1a47893798a0,2024-01-12T19:40:00-05:00
87498,Aaron Nesmith,G-F,IND,ATL,3.5,Rebounds,2fa2202e-0221-474b-a1a4-1a47893798a0,2024-01-12T19:40:00-05:00
87498,Aaron Nesmith,G-F,IND,ATL,17.0,Pts+Rebs+Asts,2fa2202e-0221-474b-a1a4-1a47893798a0,2024-01-12T19:40:00-05:00
87498,Aaron Nesmith,G-F,IND,ATL,13.5,Pts+Asts,2fa2202e-0221-474b-a1a4-1a47893798a0,2024-01-12T19:40:00-05:00
87498,Aaron Nesmith,G-F,IND,ATL,22.0,Fantasy Score,2fa2202e-0221-474b-a1a4-1a47893798a0,2024-01-12T19:40:00-05:00
87498,Aaron Nesmith,G-F,IND,ATL,12.0,Points,2fa2202e-0221-474b-a1a4-1a47893798a0,2024-01-12T19:40:00-05:00
87498,Aaron Nesmith,G-F,IND,ATL,1.5,Free Throws Made,2fa2202e-0221-474b-a1a4-1a47893798a0,2024-01-12T19:40:00-05:00
80032,Dejounte Murray,G,ATL,IND,1.5,Blks+Stls,2fa2202e-0221-474b-a1a4-1a47893798a0,2024-01-12T19:40:00-05:00
80032,Dejounte Murray,G,ATL,IND,5.0,Assists,2fa2202e-0221-474b-a1a4-1a47893798a0,2024-01-12T19:40:00-05:00
80032,Dejounte Murray,G,ATL,IND,28.5,Pts+Asts,2fa2202e-0221-474b-a1a4-1a47893798a0,2024-01-12T19:40:00-05:00
80032,Dejounte Murray,G,ATL,IND,4.5,Rebounds,2fa2202e-0221-474b-a1a4-1a47893798a0,2024-01-12T19:40:00-05:00
80032,Dejounte Murray,G,ATL,IND,18.5,FG Attempted,2fa2202e-0221-474b-a1a4-1a47893798a0,2024-01-12T19:40:00-05:00
80032,Dejounte Murray,G,ATL,IND,38.5,Fantasy Score,2fa2202e-0221-474b-a1a4-1a47893798a0,2024-01-12T19:40:00-05:00
80032,Dejounte Murray,G,ATL,IND,2.5,Free Throws Made,2fa2202e-0221-474b-a1a4-1a47893798a0,2024-01-12T19:40:00-05:00
80032,Dejounte Murray,G,ATL,IND,6.0,3-PT Attempted,2fa2202e-0221-474b-a1a4-1a47893798a0,2024-01-12T19:40:00-05:00
80032,Dejounte Murray,G,ATL,IND,9.5,Rebs+Asts,2fa2202e-0221-474b-a1a4-1a47893798a0,2024-01-12T19:40:00-05:00
80032,Dejounte Murray,G,ATL,IND,27.5,Pts+Rebs,2fa2202e-0221-474b-a1a4-1a47893798a0,2024-01-12T19:40:00-05:00
80032,Dejounte Murray,G,ATL,IND,24.0,Points,2fa2202e-0221-474b-a1a4-1a47893798a0,2024-01-12T19:40:00-05:00
80032,Dejounte Murray,G,ATL,IND,32.5,Pts+Rebs+Asts,2fa2202e-0221-474b-a1a4-1a47893798a0,2024-01-12T19:40:00-05:00
173612,Bruce Brown,G-F,IND,ATL,7.5,Rebs+Asts,2fa2202e-0221-474b-a1a4-1a47893798a0,2024-01-12T19:40:00-05:00
173612,Bruce Brown,G-F,IND,ATL,13.5,Points,2fa2202e-0221-474b-a1a4-1a47893798a0,2024-01-12T19:40:00-05:00
173612,Bruce Brown,G-F,IND,ATL,21.5,Pts+Rebs+Asts,2fa2202e-0221-474b-a1a4-1a47893798a0,2024-01-12T19:40:00-05:00
173612,Bruce Brown,G-F,IND,ATL,16.5,Pts+Asts,2fa2202e-0221-474b-a1a4-1a47893798a0,2024-01-12T19:40:00-05:00
173612,Bruce Brown,G-F,IND,ATL,17.5,Pts+Rebs,2fa2202e-0221-474b-a1a4-1a47893798a0,2024-01-12T19:40:00-05:00
173612,Bruce Brown,G-F,IND,ATL,25.5,Fantasy Score,2fa2202e-0221-474b-a1a4-1a47893798a0,2024-01-12T19:40:00-05:00
173612,Bruce Brown,G-F,IND,ATL,4.0,Rebounds,2fa2202e-0221-474b-a1a4-1a47893798a0,2024-01-12T19:40:00-05:00
87857,Jalen Johnson,F,ATL,IND,3.5,Assists,2fa2202e-0221-474b-a1a4-1a47893798a0,2024-01-12T19:40:00-05:00
87857,Jalen Johnson,F,ATL,IND,25.5,Pts+Rebs,2fa2202e-0221-474b-a1a4-1a47893798a0,2024-01-12T19:40:00-05:00
87857,Jalen Johnson,F,ATL,IND,30.5,Pts+Rebs+Asts,2fa2202e-0221-474b-a1a4-1a47893798a0,2024-01-12T19:40:00-05:00
87857,Jalen Johnson,F,ATL,IND,1.5,Dunks,2fa2202e-0221-474b-a1a4-1a47893798a0,2024-01-12T19:40:00-05:00
87857,Jalen Johnson,F,ATL,IND,20.5,Pts+Asts,2fa2202e-0221-474b-a1a4-1a47893798a0,2024-01-12T19:40:00-05:00
87857,Jalen Johnson,F,ATL,IND,17.0,Points,2fa2202e-0221-474b-a1a4-1a47893798a0,2024-01-12T19:40:00-05:00
87857,Jalen Johnson,F,ATL,IND,8.5,Rebounds,2fa2202e-0221-474b-a1a4-1a47893798a0,2024-01-12T19:40:00-05:00
87857,Jalen Johnson,F,ATL,IND,37.0,Fantasy Score,2fa2202e-0221-474b-a1a4-1a47893798a0,2024-01-12T19:40:00-05:00
87857,Jalen Johnson,F,ATL,IND,1.5,Turnovers,2fa2202e-0221-474b-a1a4-1a47893798a0,2024-01-12T19:40:00-05:00
87857,Jalen Johnson,F,ATL,IND,12.5,Rebs+Asts,2fa2202e-0221-474b-a1a4-1a47893798a0,2024-01-12T19:40:00-05:00
60080,Jalen Smith,F-C,IND,ATL,11.5,Points,2fa2202e-0221-474b-a1a4-1a47893798a0,2024-01-12T19:40:00-05:00
60080,Jalen Smith,F-C,IND,ATL,18.5,Pts+Rebs,2fa2202e-0221-474b-a1a4-1a47893798a0,2024-01-12T19:40:00-05:00
60080,Jalen Smith,F-C,IND,ATL,23.5,Fantasy Score,2fa2202e-0221-474b-a1a4-1a47893798a0,2024-01-12T19:40:00-05:00
60080,Jalen Smith,F-C,IND,ATL,8.0,Rebs+Asts,2fa2202e-0221-474b-a1a4-1a47893798a0,2024-01-12T19:40:00-05:00
60080,Jalen Smith,F-C,IND,ATL,20.5,Pts+Rebs+Asts,2fa2202e-0221-474b-a1a4-1a47893798a0,2024-01-12T19:40:00-05:00
60080,Jalen Smith,F-C,IND,ATL,6.5,Rebounds,2fa2202e-0221-474b-a1a4-1a47893798a0,2024-01-12T19:40:00-05:00
60080,Jalen Smith,F-C,IND,ATL,13.5,Pts+Asts,2fa2202e-0221-474b-a1a4-1a47893798a0,2024-01-12T19:40:00-05:00
123596,Saddiq Bey,G-F,ATL,IND,21.5,Pts+Rebs+Asts,2fa2202e-0221-474b-a1a4-1a47893798a0,2024-01-12T19:40:00-05:00
123596,Saddiq Bey,G-F,ATL,IND,0.5,Dunks,2fa2202e-0221-474b-a1a4-1a47893798a0,2024-01-12T19:40:00-05:00
123596,Saddiq Bey,G-F,ATL,IND,19.5,Pts+Rebs,2fa2202e-0221-474b-a1a4-1a47893798a0,2024-01-12T19:40:00-05:00
123596,Saddiq Bey,G-F,ATL,IND,25.5,Fantasy Score,2fa2202e-0221-474b-a1a4-1a47893798a0,2024-01-12T19:40:00-05:00
123596,Saddiq Bey,G-F,ATL,IND,5.5,3-PT Attempted,2fa2202e-0221-474b-a1a4-1a47893798a0,2024-01-12T19:40:00-05:00
123596,Saddiq Bey,G-F,ATL,IND,14.5,Pts+Asts,2fa2202e-0221-474b-a1a4-1a47893798a0,2024-01-12T19:40:00-05:00
123596,Saddiq Bey,G-F,ATL,IND,6.0,Rebounds,2fa2202e-0221-474b-a1a4-1a47893798a0,2024-01-12T19:40:00-05:00
123596,Saddiq Bey,G-F,ATL,IND,13.5,Points,2fa2202e-0221-474b-a1a4-1a47893798a0,2024-01-12T19:40:00-05:00
1604,Myles Turner,C-F,IND,ATL,29.5,Pts+Rebs+Asts,2fa2202e-0221-474b-a1a4-1a47893798a0,2024-01-12T19:40:00-05:00
1604,Myles Turner,C-F,IND,ATL,2.5,Blks+Stls,2fa2202e-0221-474b-a1a4-1a47893798a0,2024-01-12T19:40:00-05:00
1604,Myles Turner,C-F,IND,ATL,21.5,Pts+Asts,2fa2202e-0221-474b-a1a4-1a47893798a0,2024-01-12T19:40:00-05:00
1604,Myles Turner,C-F,IND,ATL,1.5,Turnovers,2fa2202e-0221-474b-a1a4-1a47893798a0,2024-01-12T19:40:00-05:00
1604,Myles Turner,C-F,IND,ATL,36.5,Fantasy Score,2fa2202e-0221-474b-a1a4-1a47893798a0,2024-01-12T19:40:00-05:00
1604,Myles Turner,C-F,IND,ATL,13.5,FG Attempted,2fa2202e-0221-474b-a1a4-1a47893798a0,2024-01-12T19:40:00-05:00
1604,Myles Turner,C-F,IND,ATL,4.0,Free Throws Made,2fa2202e-0221-474b-a1a4-1a47893798a0,2024-01-12T19:40:00-05:00
1604,Myles Turner,C-F,IND,ATL,4.5,3-PT Attempted,2fa2202e-0221-474b-a1a4-1a47893798a0,2024-01-12T19:40:00-05:00
1604,Myles Turner,C-F,IND,ATL,19.5,Points,2fa2202e-0221-474b-a1a4-1a47893798a0,2024-01-12T19:40:00-05:00
1604,Myles Turner,C-F,IND,ATL,6.0,Defensive Rebounds,2fa2202e-0221-474b-a1a4-1a47893798a0,2024-01-12T19:40:00-05:00
