Player_ID,Name,Position,Team,Opponent,Line_Score_existing,Stat_Type,Game_ID,Start_Time
92438,Alec Burks,G,DET,MIL,15.5,Points,65fe732b-322d-4d09-bcb3-97d58faab4fa,2024-01-22T19:10:00.000-05:00
92438,Alec Burks,G,DET,MIL,18.0,Pts+Asts,65fe732b-322d-4d09-bcb3-97d58faab4fa,2024-01-22T19:10:00.000-05:00
92438,Alec Burks,G,DET,MIL,18.5,Pts+Rebs,65fe732b-322d-4d09-bcb3-97d58faab4fa,2024-01-22T19:10:00.000-05:00
92438,Alec Burks,G,DET,MIL,20.5,Pts+Rebs+Asts,65fe732b-322d-4d09-bcb3-97d58faab4fa,2024-01-22T19:10:00.000-05:00
173789,Ausar Thompson,G-F,DET,MIL,7.5,Points,65fe732b-322d-4d09-bcb3-97d58faab4fa,2024-01-22T19:10:00.000-05:00
173789,Ausar Thompson,G-F,DET,MIL,13.5,Pts+Rebs,65fe732b-322d-4d09-bcb3-97d58faab4fa,2024-01-22T19:10:00.000-05:00
173789,Ausar Thompson,G-F,DET,MIL,5.5,Rebounds,65fe732b-322d-4d09-bcb3-97d58faab4fa,2024-01-22T19:10:00.000-05:00
87365,Bojan Bogdanovic,G-F,DET,MIL,6.5,3-PT Attempted,65fe732b-322d-4d09-bcb3-97d58faab4fa,2024-01-22T19:10:00.000-05:00
87365,Bojan Bogdanovic,G-F,DET,MIL,2.5,Assists,65fe732b-322d-4d09-bcb3-97d58faab4fa,2024-01-22T19:10:00.000-05:00
87365,Bojan Bogdanovic,G-F,DET,MIL,15.0,FG Attempted,65fe732b-322d-4d09-bcb3-97d58faab4fa,2024-01-22T19:10:00.000-05:00
87365,Bojan Bogdanovic,G-F,DET,MIL,27.5,Fantasy Score,65fe732b-322d-4d09-bcb3-97d58faab4fa,2024-01-22T19:10:00.000-05:00
87365,Bojan Bogdanovic,G-F,DET,MIL,3.0,Free Throws Made,65fe732b-322d-4d09-bcb3-97d58faab4fa,2024-01-22T19:10:00.000-05:00
87365,Bojan Bogdanovic,G-F,DET,MIL,0.5,Offensive Rebounds,65fe732b-322d-4d09-bcb3-97d58faab4fa,2024-01-22T19:10:00.000-05:00
87365,Bojan Bogdanovic,G-F,DET,MIL,19.5,Points,65fe732b-322d-4d09-bcb3-97d58faab4fa,2024-01-22T19:10:00.000-05:00
87365,Bojan Bogdanovic,G-F,DET,MIL,22.5,Pts+Asts,65fe732b-322d-4d09-bcb3-97d58faab4fa,2024-01-22T19:10:00.000-05:00
87365,Bojan Bogdanovic,G-F,DET,MIL,23.5,Pts+Rebs,65fe732b-322d-4d09-bcb3-97d58faab4fa,2024-01-22T19:10:00.000-05:00
87365,Bojan Bogdanovic,G-F,DET,MIL,26.5,Pts+Rebs+Asts,65fe732b-322d-4d09-bcb3-97d58faab4fa,2024-01-22T19:10:00.000-05:00
87365,Bojan Bogdanovic,G-F,DET,MIL,3.5,Rebounds,65fe732b-322d-4d09-bcb3-97d58faab4fa,2024-01-22T19:10:00.000-05:00
25434,Isaiah Stewart,F-C,DET,MIL,22.0,Fantasy Score,65fe732b-322d-4d09-bcb3-97d58faab4fa,2024-01-22T19:10:00.000-05:00
25434,Isaiah Stewart,F-C,DET,MIL,10.5,Points,65fe732b-322d-4d09-bcb3-97d58faab4fa,2024-01-22T19:10:00.000-05:00
25434,Isaiah Stewart,F-C,DET,MIL,12.5,Pts+Asts,65fe732b-322d-4d09-bcb3-97d58faab4fa,2024-01-22T19:10:00.000-05:00
25434,Isaiah Stewart,F-C,DET,MIL,16.5,Pts+Rebs,65fe732b-322d-4d09-bcb3-97d58faab4fa,2024-01-22T19:10:00.000-05:00
25434,Isaiah Stewart,F-C,DET,MIL,18.5,Pts+Rebs+Asts,65fe732b-322d-4d09-bcb3-97d58faab4fa,2024-01-22T19:10:00.000-05:00
25434,Isaiah Stewart,F-C,DET,MIL,6.0,Rebounds,65fe732b-322d-4d09-bcb3-97d58faab4fa,2024-01-22T19:10:00.000-05:00
25434,Isaiah Stewart,F-C,DET,MIL,8.0,Rebs+Asts,65fe732b-322d-4d09-bcb3-97d58faab4fa,2024-01-22T19:10:00.000-05:00
25434,Isaiah Stewart,F-C,DET,MIL,1.5,Turnovers,65fe732b-322d-4d09-bcb3-97d58faab4fa,2024-01-22T19:10:00.000-05:00
79907,Jaden Ivey,G,DET,MIL,5.5,Assists,65fe732b-322d-4d09-bcb3-97d58faab4fa,2024-01-22T19:10:00.000-05:00
79907,Jaden Ivey,G,DET,MIL,17.5,FG Attempted,65fe732b-322d-4d09-bcb3-97d58faab4fa,2024-01-22T19:10:00.000-05:00
79907,Jaden Ivey,G,DET,MIL,34.5,Fantasy Score,65fe732b-322d-4d09-bcb3-97d58faab4fa,2024-01-22T19:10:00.000-05:00
79907,Jaden Ivey,G,DET,MIL,4.0,Free Throws Made,65fe732b-322d-4d09-bcb3-97d58faab4fa,2024-01-22T19:10:00.000-05:00
79907,Jaden Ivey,G,DET,MIL,32.0,Minutes Played,65fe732b-322d-4d09-bcb3-97d58faab4fa,2024-01-22T19:10:00.000-05:00
79907,Jaden Ivey,G,DET,MIL,20.5,Points,65fe732b-322d-4d09-bcb3-97d58faab4fa,2024-01-22T19:10:00.000-05:00
79907,Jaden Ivey,G,DET,MIL,26.5,Pts+Asts,65fe732b-322d-4d09-bcb3-97d58faab4fa,2024-01-22T19:10:00.000-05:00
79907,Jaden Ivey,G,DET,MIL,25.0,Pts+Rebs,65fe732b-322d-4d09-bcb3-97d58faab4fa,2024-01-22T19:10:00.000-05:00
79907,Jaden Ivey,G,DET,MIL,31.0,Pts+Rebs+Asts,65fe732b-322d-4d09-bcb3-97d58faab4fa,2024-01-22T19:10:00.000-05:00
79907,Jaden Ivey,G,DET,MIL,4.0,Rebounds,65fe732b-322d-4d09-bcb3-97d58faab4fa,2024-01-22T19:10:00.000-05:00
79907,Jaden Ivey,G,DET,MIL,10.0,Rebs+Asts,65fe732b-322d-4d09-bcb3-97d58faab4fa,2024-01-22T19:10:00.000-05:00
87848,Jalen Duren,C,DET,MIL,0.5,Blocked Shots,65fe732b-322d-4d09-bcb3-97d58faab4fa,2024-01-22T19:10:00.000-05:00
87848,Jalen Duren,C,DET,MIL,32.5,Fantasy Score,65fe732b-322d-4d09-bcb3-97d58faab4fa,2024-01-22T19:10:00.000-05:00
87848,Jalen Duren,C,DET,MIL,15.0,Points,65fe732b-322d-4d09-bcb3-97d58faab4fa,2024-01-22T19:10:00.000-05:00
87848,Jalen Duren,C,DET,MIL,16.5,Pts+Asts,65fe732b-322d-4d09-bcb3-97d58faab4fa,2024-01-22T19:10:00.000-05:00
87848,Jalen Duren,C,DET,MIL,25.0,Pts+Rebs,65fe732b-322d-4d09-bcb3-97d58faab4fa,2024-01-22T19:10:00.000-05:00
87848,Jalen Duren,C,DET,MIL,27.5,Pts+Rebs+Asts,65fe732b-322d-4d09-bcb3-97d58faab4fa,2024-01-22T19:10:00.000-05:00
87848,Jalen Duren,C,DET,MIL,10.0,Rebounds,65fe732b-322d-4d09-bcb3-97d58faab4fa,2024-01-22T19:10:00.000-05:00
87848,Jalen Duren,C,DET,MIL,12.5,Rebs+Asts,65fe732b-322d-4d09-bcb3-97d58faab4fa,2024-01-22T19:10:00.000-05:00
87850,Kevin Knox II,F,DET,MIL,7.0,Points,65fe732b-322d-4d09-bcb3-97d58faab4fa,2024-01-22T19:10:00.000-05:00
87850,Kevin Knox II,F,DET,MIL,0.5,Turnovers,65fe732b-322d-4d09-bcb3-97d58faab4fa,2024-01-22T19:10:00.000-05:00
25425,Killian Hayes,G,DET,MIL,6.0,Assists,65fe732b-322d-4d09-bcb3-97d58faab4fa,2024-01-22T19:10:00.000-05:00
25425,Killian Hayes,G,DET,MIL,11.5,Pts+Asts,65fe732b-322d-4d09-bcb3-97d58faab4fa,2024-01-22T19:10:00.000-05:00
25425,Killian Hayes,G,DET,MIL,8.5,Rebs+Asts,65fe732b-322d-4d09-bcb3-97d58faab4fa,2024-01-22T19:10:00.000-05:00
25376,Bobby Portis,F,MIL,DET,11.0,Points,65fe732b-322d-4d09-bcb3-97d58faab4fa,2024-01-22T19:10:00.000-05:00
25376,Bobby Portis,F,MIL,DET,11.5,Pts+Asts,65fe732b-322d-4d09-bcb3-97d58faab4fa,2024-01-22T19:10:00.000-05:00
25376,Bobby Portis,F,MIL,DET,17.5,Pts+Rebs,65fe732b-322d-4d09-bcb3-97d58faab4fa,2024-01-22T19:10:00.000-05:00
25376,Bobby Portis,F,MIL,DET,18.5,Pts+Rebs+Asts,65fe732b-322d-4d09-bcb3-97d58faab4fa,2024-01-22T19:10:00.000-05:00
25376,Bobby Portis,F,MIL,DET,6.0,Rebounds,65fe732b-322d-4d09-bcb3-97d58faab4fa,2024-01-22T19:10:00.000-05:00
25376,Bobby Portis,F,MIL,DET,0.5,Steals,65fe732b-322d-4d09-bcb3-97d58faab4fa,2024-01-22T19:10:00.000-05:00
25376,Bobby Portis,F,MIL,DET,0.5,Turnovers,65fe732b-322d-4d09-bcb3-97d58faab4fa,2024-01-22T19:10:00.000-05:00
1683,Brook Lopez,C,MIL,DET,1.5,3-PT Made,65fe732b-322d-4d09-bcb3-97d58faab4fa,2024-01-22T19:10:00.000-05:00
