"timestamp","game_id","line","participant","participant_name","stat_type","game_date"
"2023-10-28T23:50:19.831130","9f8490f5a9773532f4cfad9d3c800d4d",5,763,"Kyle Lowry","player_assists_over_under",2023-10-29
"2023-10-28T21:25:19.821392","9f8490f5a9773532f4cfad9d3c800d4d",4,16311,"Anthony Edwards","player_assists_over_under",2023-10-29
"2023-10-28T10:30:18.544052","9f8490f5a9773532f4cfad9d3c800d4d",4.5,16314,"Mike Conley","player_assists_over_under",2023-10-29
"2023-10-28T20:15:19.547624","9f8490f5a9773532f4cfad9d3c800d4d",4.5,17147,"Kyle Anderson","player_assists_over_under",2023-10-29
"2023-10-28T18:45:20.206705","9f8490f5a9773532f4cfad9d3c800d4d",21.5,393,"Bam Adebayo","player_assists_points_over_under",2023-10-29
"2023-10-28T20:05:21.481429","9f8490f5a9773532f4cfad9d3c800d4d",15.5,763,"Kyle Lowry","player_assists_points_over_under",2023-10-29
"2023-10-28T10:40:20.124280","9f8490f5a9773532f4cfad9d3c800d4d",28.5,16311,"Anthony Edwards","player_assists_points_over_under",2023-10-29
"2023-10-28T10:40:20.124315","9f8490f5a9773532f4cfad9d3c800d4d",24.5,16312,"Karl-Anthony Towns","player_assists_points_over_under",2023-10-29
"2023-10-28T10:40:20.124482","9f8490f5a9773532f4cfad9d3c800d4d",14.5,16313,"Rudy Gobert","player_assists_points_over_under",2023-10-29
"2023-10-28T10:40:20.124415","9f8490f5a9773532f4cfad9d3c800d4d",15.5,16314,"Mike Conley","player_assists_points_over_under",2023-10-29
"2023-10-28T20:15:19.547562","9f8490f5a9773532f4cfad9d3c800d4d",13.5,17147,"Kyle Anderson","player_assists_points_over_under",2023-10-29
"2023-10-28T18:50:21.647208","9f8490f5a9773532f4cfad9d3c800d4d",31.5,393,"Bam Adebayo","player_assists_points_rebounds_over_under",2023-10-29
"2023-10-28T20:05:21.481389","9f8490f5a9773532f4cfad9d3c800d4d",19.5,763,"Kyle Lowry","player_assists_points_rebounds_over_under",2023-10-29
