"timestamp","game_id","line","participant","participant_name","stat_type","game_date"
"2023-12-01T02:20:13.218018","44bee37cc95cf9b249271ba80ac340b3",3.5,366,"Jordan Poole","player_assists_over_under",2023-12-02
"2023-12-01T02:50:11.005455","44bee37cc95cf9b249271ba80ac340b3",21.5,366,"Jordan Poole","player_assists_points_over_under",2023-12-02
"2023-12-01T02:50:11.005582","44bee37cc95cf9b249271ba80ac340b3",15.5,413,"Tyus Jones","player_assists_points_over_under",2023-12-02
"2023-12-01T21:30:14.527868","44bee37cc95cf9b249271ba80ac340b3",25.5,16133,"Franz Wagner","player_assists_points_over_under",2023-12-02
"2023-12-01T02:50:11.005541","44bee37cc95cf9b249271ba80ac340b3",27.5,16168,"Kyle Kuzma","player_assists_points_over_under",2023-12-02
"2023-12-01T02:50:11.005347","44bee37cc95cf9b249271ba80ac340b3",10.5,16730,"Daniel Gafford","player_assists_points_over_under",2023-12-02
"2023-12-01T02:30:11.637036","44bee37cc95cf9b249271ba80ac340b3",24.5,366,"Jordan Poole","player_assists_points_rebounds_over_under",2023-12-02
"2023-12-01T02:30:11.637334","44bee37cc95cf9b249271ba80ac340b3",18.5,413,"Tyus Jones","player_assists_points_rebounds_over_under",2023-12-02
"2023-12-01T21:30:14.527835","44bee37cc95cf9b249271ba80ac340b3",31.5,16133,"Franz Wagner","player_assists_points_rebounds_over_under",2023-12-02
"2023-12-01T02:30:11.637171","44bee37cc95cf9b249271ba80ac340b3",33.5,16168,"Kyle Kuzma","player_assists_points_rebounds_over_under",2023-12-02
"2023-12-01T21:35:13.403981","44bee37cc95cf9b249271ba80ac340b3",21.5,16702,"Jalen Suggs","player_assists_points_rebounds_over_under",2023-12-02
"2023-12-01T02:30:11.636761","44bee37cc95cf9b249271ba80ac340b3",17.5,16730,"Daniel Gafford","player_assists_points_rebounds_over_under",2023-12-02
"2023-12-01T21:35:13.403723","44bee37cc95cf9b249271ba80ac340b3",17.5,17851,"Goga Bitadze","player_assists_points_rebounds_over_under",2023-12-02
"2023-12-01T02:55:13.183952","44bee37cc95cf9b249271ba80ac340b3",7.5,413,"Tyus Jones","player_assists_rebounds_over_under",2023-12-02
"2023-12-01T21:30:14.527723","44bee37cc95cf9b249271ba80ac340b3",8.5,16133,"Franz Wagner","player_assists_rebounds_over_under",2023-12-02
"2023-12-01T15:10:11.069576","44bee37cc95cf9b249271ba80ac340b3",8,16730,"Daniel Gafford","player_assists_rebounds_over_under",2023-12-02
"2023-11-30T21:55:03.134064","44bee37cc95cf9b249271ba80ac340b3",0.5,16132,"Paolo Banchero","player_blocks_over_under",2023-12-02
