"timestamp","game_id","line","participant","participant_name","stat_type","game_date"
"2023-12-26T15:00:02.199603","4133d0a66aa4063e2a5e968204528c87",7.5,16124,"Cade Cunningham","player_assists_over_under",2023-12-27
"2023-12-26T22:20:02.397463","4133d0a66aa4063e2a5e968204528c87",1.5,16126,"Isaiah Stewart","player_assists_over_under",2023-12-27
"2023-12-26T15:00:02.199377","4133d0a66aa4063e2a5e968204528c87",3.5,16550,"Mikal Bridges","player_assists_over_under",2023-12-27
"2023-12-26T15:00:02.199286","4133d0a66aa4063e2a5e968204528c87",1.5,16552,"Nic Claxton","player_assists_over_under",2023-12-27
"2023-12-26T15:00:02.199691","4133d0a66aa4063e2a5e968204528c87",2.5,16729,"Cam Thomas","player_assists_over_under",2023-12-27
"2023-12-26T22:20:02.397297","4133d0a66aa4063e2a5e968204528c87",2.5,17196,"Royce O'Neale","player_assists_over_under",2023-12-27
"2023-12-27T00:05:11.302432","4133d0a66aa4063e2a5e968204528c87",31.5,16124,"Cade Cunningham","player_assists_points_over_under",2023-12-27
"2023-12-26T23:55:11.965895","4133d0a66aa4063e2a5e968204528c87",20.5,16125,"Jaden Ivey","player_assists_points_over_under",2023-12-27
"2023-12-26T16:25:13.506234","4133d0a66aa4063e2a5e968204528c87",10.5,16126,"Isaiah Stewart","player_assists_points_over_under",2023-12-27
"2023-12-26T05:10:12.919138","4133d0a66aa4063e2a5e968204528c87",26.5,16550,"Mikal Bridges","player_assists_points_over_under",2023-12-27
"2023-12-26T05:10:12.919206","4133d0a66aa4063e2a5e968204528c87",21.5,16551,"Spencer Dinwiddie","player_assists_points_over_under",2023-12-27
"2023-12-26T11:55:11.611018","4133d0a66aa4063e2a5e968204528c87",26,16729,"Cam Thomas","player_assists_points_over_under",2023-12-27
"2023-12-26T05:10:12.919172","4133d0a66aa4063e2a5e968204528c87",13.5,17043,"Nicolas Claxton","player_assists_points_over_under",2023-12-27
"2023-12-26T05:10:12.919067","4133d0a66aa4063e2a5e968204528c87",16.5,17146,"Cameron Johnson","player_assists_points_over_under",2023-12-27
"2023-12-26T18:25:12.677934","4133d0a66aa4063e2a5e968204528c87",22,19385,"Bojan Bogdanovic","player_assists_points_over_under",2023-12-27
"2023-12-26T15:00:02.199626","4133d0a66aa4063e2a5e968204528c87",35.5,16124,"Cade Cunningham","player_assists_points_rebounds_over_under",2023-12-27
"2023-12-26T22:20:02.397531","4133d0a66aa4063e2a5e968204528c87",17.5,16126,"Isaiah Stewart","player_assists_points_rebounds_over_under",2023-12-27
"2023-12-26T15:00:02.199401","4133d0a66aa4063e2a5e968204528c87",32.5,16550,"Mikal Bridges","player_assists_points_rebounds_over_under",2023-12-27
"2023-12-26T15:00:02.199241","4133d0a66aa4063e2a5e968204528c87",25.5,16551,"Spencer Dinwiddie","player_assists_points_rebounds_over_under",2023-12-27
"2023-12-26T15:00:02.199332","4133d0a66aa4063e2a5e968204528c87",22.5,16552,"Nic Claxton","player_assists_points_rebounds_over_under",2023-12-27
"2023-12-26T15:00:02.199737","4133d0a66aa4063e2a5e968204528c87",29.5,16729,"Cam Thomas","player_assists_points_rebounds_over_under",2023-12-27
"2023-12-26T15:00:02.199468","4133d0a66aa4063e2a5e968204528c87",21.5,17146,"Cameron Johnson","player_assists_points_rebounds_over_under",2023-12-27
"2023-12-26T22:20:02.397392","4133d0a66aa4063e2a5e968204528c87",14.5,17179,"Dorian Finney-Smith","player_assists_points_rebounds_over_under",2023-12-27
"2023-12-26T22:20:02.397345","4133d0a66aa4063e2a5e968204528c87",13.5,17196,"Royce O'Neale","player_assists_points_rebounds_over_under",2023-12-27
"2023-12-26T22:20:02.397620","4133d0a66aa4063e2a5e968204528c87",15.5,17338,"Day'Ron Sharpe","player_assists_points_rebounds_over_under",2023-12-27
"2023-12-26T15:00:02.199558","4133d0a66aa4063e2a5e968204528c87",25.5,19385,"Bojan Bogdanovic","player_assists_points_rebounds_over_under",2023-12-27
"2023-12-26T23:50:10.901858","4133d0a66aa4063e2a5e968204528c87",12.5,16124,"Cade Cunningham","player_assists_rebounds_over_under",2023-12-27
"2023-12-26T23:55:11.965928","4133d0a66aa4063e2a5e968204528c87",7.5,16125,"Jaden Ivey","player_assists_rebounds_over_under",2023-12-27
"2023-12-26T16:25:13.506282","4133d0a66aa4063e2a5e968204528c87",8.5,16126,"Isaiah Stewart","player_assists_rebounds_over_under",2023-12-27
"2023-12-26T18:05:13.392207","4133d0a66aa4063e2a5e968204528c87",9,16550,"Mikal Bridges","player_assists_rebounds_over_under",2023-12-27
"2023-12-26T13:05:11.844441","4133d0a66aa4063e2a5e968204528c87",11,16551,"Spencer Dinwiddie","player_assists_rebounds_over_under",2023-12-27
"2023-12-26T17:20:11.378845","4133d0a66aa4063e2a5e968204528c87",7.5,17338,"Day'Ron Sharpe","player_assists_rebounds_over_under",2023-12-27
"2023-12-26T22:20:02.397486","4133d0a66aa4063e2a5e968204528c87",0.5,16126,"Isaiah Stewart","player_blocks_over_under",2023-12-27
"2023-12-26T22:20:02.397576","4133d0a66aa4063e2a5e968204528c87",0.5,17338,"Day'Ron Sharpe","player_blocks_over_under",2023-12-27
"2023-12-26T05:35:10.164128","4133d0a66aa4063e2a5e968204528c87",1.5,16550,"Mikal Bridges","player_blocks_steals_over_under",2023-12-27
"2023-12-26T22:20:02.397508","4133d0a66aa4063e2a5e968204528c87",8.5,16126,"Isaiah Stewart","player_points_over_under",2023-12-27
"2023-12-26T15:00:02.199218","4133d0a66aa4063e2a5e968204528c87",13.5,16551,"Spencer Dinwiddie","player_points_over_under",2023-12-27
"2023-12-26T15:00:02.199309","4133d0a66aa4063e2a5e968204528c87",11.5,16552,"Nic Claxton","player_points_over_under",2023-12-27
"2023-12-26T15:00:02.199714","4133d0a66aa4063e2a5e968204528c87",22.5,16729,"Cam Thomas","player_points_over_under",2023-12-27
"2023-12-26T15:00:02.199446","4133d0a66aa4063e2a5e968204528c87",13.5,17146,"Cameron Johnson","player_points_over_under",2023-12-27
"2023-12-26T22:20:02.397368","4133d0a66aa4063e2a5e968204528c87",8.5,17179,"Dorian Finney-Smith","player_points_over_under",2023-12-27
"2023-12-26T22:20:02.397321","4133d0a66aa4063e2a5e968204528c87",6.5,17196,"Royce O'Neale","player_points_over_under",2023-12-27
"2023-12-26T22:20:02.397598","4133d0a66aa4063e2a5e968204528c87",7.5,17338,"Day'Ron Sharpe","player_points_over_under",2023-12-27
"2023-12-26T15:00:02.199535","4133d0a66aa4063e2a5e968204528c87",20.5,19385,"Bojan Bogdanovic","player_points_over_under",2023-12-27
"2023-12-26T16:40:11.614687","4133d0a66aa4063e2a5e968204528c87",28.5,16124,"Cade Cunningham","player_points_rebounds_over_under",2023-12-27
"2023-12-26T23:55:11.965993","4133d0a66aa4063e2a5e968204528c87",19.5,16125,"Jaden Ivey","player_points_rebounds_over_under",2023-12-27
"2023-12-26T23:50:10.901912","4133d0a66aa4063e2a5e968204528c87",15.5,16126,"Isaiah Stewart","player_points_rebounds_over_under",2023-12-27
"2023-12-26T05:05:10.794327","4133d0a66aa4063e2a5e968204528c87",27.5,16550,"Mikal Bridges","player_points_rebounds_over_under",2023-12-27
"2023-12-26T05:05:10.794449","4133d0a66aa4063e2a5e968204528c87",18.5,16551,"Spencer Dinwiddie","player_points_rebounds_over_under",2023-12-27
"2023-12-26T13:25:12.582348","4133d0a66aa4063e2a5e968204528c87",27,16729,"Cam Thomas","player_points_rebounds_over_under",2023-12-27
"2023-12-26T23:55:11.966174","4133d0a66aa4063e2a5e968204528c87",19.5,16762,"Jalen Duren","player_points_rebounds_over_under",2023-12-27
"2023-12-26T17:45:11.117692","4133d0a66aa4063e2a5e968204528c87",20.5,17043,"Nicolas Claxton","player_points_rebounds_over_under",2023-12-27
"2023-12-26T05:05:10.794105","4133d0a66aa4063e2a5e968204528c87",18.5,17146,"Cameron Johnson","player_points_rebounds_over_under",2023-12-27
"2023-12-26T17:00:12.614259","4133d0a66aa4063e2a5e968204528c87",13,17179,"Dorian Finney-Smith","player_points_rebounds_over_under",2023-12-27
