"timestamp","game_id","line","participant","participant_name","stat_type","game_date"
"2023-11-26T18:25:12.156222","5b18c0b0b0d1669b7c4aee9aa5a2edba",5,16153,"Demar Derozan","player_assists_over_under",2023-11-27
"2023-11-26T18:40:13.158062","5b18c0b0b0d1669b7c4aee9aa5a2edba",3.5,16154,"Zach Lavine","player_assists_over_under",2023-11-27
"2023-11-27T00:05:11.916289","5b18c0b0b0d1669b7c4aee9aa5a2edba",4.5,16156,"Coby White","player_assists_over_under",2023-11-27
"2023-11-26T07:30:12.969883","5b18c0b0b0d1669b7c4aee9aa5a2edba",3.5,16550,"Mikal Bridges","player_assists_over_under",2023-11-27
"2023-11-26T23:40:12.382730","5b18c0b0b0d1669b7c4aee9aa5a2edba",8,16551,"Spencer Dinwiddie","player_assists_over_under",2023-11-27
"2023-11-26T07:30:12.969812","5b18c0b0b0d1669b7c4aee9aa5a2edba",2.5,17146,"Cameron Johnson","player_assists_over_under",2023-11-27
"2023-11-27T00:30:11.702166","5b18c0b0b0d1669b7c4aee9aa5a2edba",11.5,1238,"Lonnie Walker Iv","player_assists_points_over_under",2023-11-27
"2023-11-26T23:15:11.257931","5b18c0b0b0d1669b7c4aee9aa5a2edba",24.5,16153,"Demar Derozan","player_assists_points_over_under",2023-11-27
"2023-11-27T00:15:12.170018","5b18c0b0b0d1669b7c4aee9aa5a2edba",26.5,16154,"Zach Lavine","player_assists_points_over_under",2023-11-27
"2023-11-26T23:55:10.962415","5b18c0b0b0d1669b7c4aee9aa5a2edba",19.5,16155,"Nikola Vucevic","player_assists_points_over_under",2023-11-27
"2023-11-27T00:05:11.916399","5b18c0b0b0d1669b7c4aee9aa5a2edba",18.5,16156,"Coby White","player_assists_points_over_under",2023-11-27
"2023-11-27T00:00:14.132518","5b18c0b0b0d1669b7c4aee9aa5a2edba",28.5,16550,"Mikal Bridges","player_assists_points_over_under",2023-11-27
"2023-11-26T18:05:13.098454","5b18c0b0b0d1669b7c4aee9aa5a2edba",23.5,16551,"Spencer Dinwiddie","player_assists_points_over_under",2023-11-27
"2023-11-26T07:40:10.629046","5b18c0b0b0d1669b7c4aee9aa5a2edba",14.5,17043,"Nicolas Claxton","player_assists_points_over_under",2023-11-27
"2023-11-27T00:05:11.915808","5b18c0b0b0d1669b7c4aee9aa5a2edba",21.5,17146,"Cameron Johnson","player_assists_points_over_under",2023-11-27
"2023-11-27T00:05:11.916173","5b18c0b0b0d1669b7c4aee9aa5a2edba",11.5,17179,"Dorian Finney-Smith","player_assists_points_over_under",2023-11-27
"2023-11-26T23:15:11.257721","5b18c0b0b0d1669b7c4aee9aa5a2edba",28.5,16153,"Demar Derozan","player_assists_points_rebounds_over_under",2023-11-27
"2023-11-26T18:40:13.158023","5b18c0b0b0d1669b7c4aee9aa5a2edba",30.5,16154,"Zach Lavine","player_assists_points_rebounds_over_under",2023-11-27
"2023-11-26T23:55:10.962546","5b18c0b0b0d1669b7c4aee9aa5a2edba",31.5,16155,"Nikola Vucevic","player_assists_points_rebounds_over_under",2023-11-27
"2023-11-27T00:05:11.916344","5b18c0b0b0d1669b7c4aee9aa5a2edba",21.5,16156,"Coby White","player_assists_points_rebounds_over_under",2023-11-27
"2023-11-27T00:00:14.132417","5b18c0b0b0d1669b7c4aee9aa5a2edba",35.5,16550,"Mikal Bridges","player_assists_points_rebounds_over_under",2023-11-27
"2023-11-26T23:40:12.382763","5b18c0b0b0d1669b7c4aee9aa5a2edba",28.5,16551,"Spencer Dinwiddie","player_assists_points_rebounds_over_under",2023-11-27
"2023-11-26T07:35:13.443416","5b18c0b0b0d1669b7c4aee9aa5a2edba",23.5,17043,"Nicolas Claxton","player_assists_points_rebounds_over_under",2023-11-27
"2023-11-27T00:05:11.915667","5b18c0b0b0d1669b7c4aee9aa5a2edba",27.5,17146,"Cameron Johnson","player_assists_points_rebounds_over_under",2023-11-27
"2023-11-27T00:10:10.603130","5b18c0b0b0d1669b7c4aee9aa5a2edba",18,17179,"Dorian Finney-Smith","player_assists_points_rebounds_over_under",2023-11-27
"2023-11-26T18:25:12.156160","5b18c0b0b0d1669b7c4aee9aa5a2edba",9,16153,"Demar Derozan","player_assists_rebounds_over_under",2023-11-27
"2023-11-27T00:10:10.603184","5b18c0b0b0d1669b7c4aee9aa5a2edba",8.5,16154,"Zach Lavine","player_assists_rebounds_over_under",2023-11-27
"2023-11-26T23:55:10.962340","5b18c0b0b0d1669b7c4aee9aa5a2edba",14.5,16155,"Nikola Vucevic","player_assists_rebounds_over_under",2023-11-27
"2023-11-26T23:55:10.962617","5b18c0b0b0d1669b7c4aee9aa5a2edba",7.5,16156,"Coby White","player_assists_rebounds_over_under",2023-11-27
"2023-11-27T00:00:14.132484","5b18c0b0b0d1669b7c4aee9aa5a2edba",10,16550,"Mikal Bridges","player_assists_rebounds_over_under",2023-11-27
"2023-11-27T00:35:11.868538","5b18c0b0b0d1669b7c4aee9aa5a2edba",12,16551,"Spencer Dinwiddie","player_assists_rebounds_over_under",2023-11-27
"2023-11-26T07:40:10.629077","5b18c0b0b0d1669b7c4aee9aa5a2edba",10.5,17043,"Nicolas Claxton","player_assists_rebounds_over_under",2023-11-27
"2023-11-27T00:05:11.915538","5b18c0b0b0d1669b7c4aee9aa5a2edba",8.5,17146,"Cameron Johnson","player_assists_rebounds_over_under",2023-11-27
"2023-11-26T18:25:12.156129","5b18c0b0b0d1669b7c4aee9aa5a2edba",0.5,16153,"Demar Derozan","player_blocks_over_under",2023-11-27
"2023-11-26T19:10:12.220696","5b18c0b0b0d1669b7c4aee9aa5a2edba",0.5,16155,"Nikola Vucevic","player_blocks_over_under",2023-11-27
"2023-11-26T20:50:02.574968","5b18c0b0b0d1669b7c4aee9aa5a2edba",0.5,1238,"Lonnie Walker Iv","player_blocks_steals_over_under",2023-11-27
"2023-11-26T23:05:02.514250","5b18c0b0b0d1669b7c4aee9aa5a2edba",1.5,17168,"Alex Caruso","player_blocks_steals_over_under",2023-11-27
"2023-11-26T23:50:01.848310","5b18c0b0b0d1669b7c4aee9aa5a2edba",1.5,17195,"Cam Johnson","player_blocks_steals_over_under",2023-11-27
"2023-11-27T00:35:11.868583","5b18c0b0b0d1669b7c4aee9aa5a2edba",12.5,1238,"Lonnie Walker Iv","player_points_over_under",2023-11-27
"2023-11-26T23:15:11.257773","5b18c0b0b0d1669b7c4aee9aa5a2edba",19.5,16153,"Demar Derozan","player_points_over_under",2023-11-27
"2023-11-26T18:40:13.157834","5b18c0b0b0d1669b7c4aee9aa5a2edba",22.5,16154,"Zach Lavine","player_points_over_under",2023-11-27
"2023-11-26T23:55:10.962459","5b18c0b0b0d1669b7c4aee9aa5a2edba",16.5,16155,"Nikola Vucevic","player_points_over_under",2023-11-27
"2023-11-26T23:15:11.258444","5b18c0b0b0d1669b7c4aee9aa5a2edba",13.5,16156,"Coby White","player_points_over_under",2023-11-27
"2023-11-27T00:00:14.132382","5b18c0b0b0d1669b7c4aee9aa5a2edba",25.5,16550,"Mikal Bridges","player_points_over_under",2023-11-27
"2023-11-26T23:40:12.382795","5b18c0b0b0d1669b7c4aee9aa5a2edba",15.5,16551,"Spencer Dinwiddie","player_points_over_under",2023-11-27
"2023-11-26T07:25:13.003130","5b18c0b0b0d1669b7c4aee9aa5a2edba",12.5,17043,"Nicolas Claxton","player_points_over_under",2023-11-27
"2023-11-27T00:05:11.915602","5b18c0b0b0d1669b7c4aee9aa5a2edba",18.5,17146,"Cameron Johnson","player_points_over_under",2023-11-27
"2023-11-26T23:20:11.799300","5b18c0b0b0d1669b7c4aee9aa5a2edba",7.5,17168,"Alex Caruso","player_points_over_under",2023-11-27
"2023-11-27T00:05:11.916058","5b18c0b0b0d1669b7c4aee9aa5a2edba",9.5,17179,"Dorian Finney-Smith","player_points_over_under",2023-11-27
"2023-11-27T00:40:11.126192","5b18c0b0b0d1669b7c4aee9aa5a2edba",15,1238,"Lonnie Walker Iv","player_points_rebounds_over_under",2023-11-27
"2023-11-26T23:15:11.257825","5b18c0b0b0d1669b7c4aee9aa5a2edba",23,16153,"Demar Derozan","player_points_rebounds_over_under",2023-11-27
"2023-11-27T00:15:12.170049","5b18c0b0b0d1669b7c4aee9aa5a2edba",27.5,16154,"Zach Lavine","player_points_rebounds_over_under",2023-11-27
"2023-11-26T23:55:10.962380","5b18c0b0b0d1669b7c4aee9aa5a2edba",28.5,16155,"Nikola Vucevic","player_points_rebounds_over_under",2023-11-27
"2023-11-27T00:10:10.603239","5b18c0b0b0d1669b7c4aee9aa5a2edba",17.5,16156,"Coby White","player_points_rebounds_over_under",2023-11-27
"2023-11-27T00:00:14.132451","5b18c0b0b0d1669b7c4aee9aa5a2edba",31.5,16550,"Mikal Bridges","player_points_rebounds_over_under",2023-11-27
"2023-11-26T23:30:11.493206","5b18c0b0b0d1669b7c4aee9aa5a2edba",19.5,16551,"Spencer Dinwiddie","player_points_rebounds_over_under",2023-11-27
