"game_ID","home_team","away_team","game_date"
1038009,"Brooklyn Nets","Milwaukee Bucks",2023-12-27
1038008,"Washington Wizards","Toronto Raptors",2023-12-27
1038007,"Orlando Magic","Philadelphia 76ers",2023-12-27
1038013,"Boston Celtics","Detroit Pistons",2023-12-28
1038014,"Chicago Bulls","Indiana Pacers",2023-12-28
1038015,"Minnesota Timberwolves","Dallas Mavericks",2023-12-28
1038016,"New Orleans Pelicans","Utah Jazz",2023-12-28
1038017,"Denver Nuggets","Memphis Grizzlies",2023-12-28
1038018,"Golden State Warriors","Miami Heat",2023-12-28
1038019,"Portland Trail Blazers","San Antonio Spurs",2023-12-28
1038020,"Los Angeles Lakers","Charlotte Hornets",2023-12-28
1038023,"Atlanta Hawks","Sacramento Kings",2023-12-29
1038022,"Washington Wizards","Brooklyn Nets",2023-12-29
1038024,"Boston Celtics","Toronto Raptors",2023-12-29
1038025,"Cleveland Cavaliers","Milwaukee Bucks",2023-12-29
1038026,"Houston Rockets","Philadelphia 76ers",2023-12-29
1038027,"Denver Nuggets","Oklahoma City Thunder",2023-12-29
1038028,"Phoenix Suns","Charlotte Hornets",2023-12-29
1038029,"Portland Trail Blazers","San Antonio Spurs",2023-12-29
1038030,"LA Clippers","Memphis Grizzlies",2023-12-29
1038021,"Orlando Magic","New York Knicks",2023-12-29
1038031,"Utah Jazz","Miami Heat",2023-12-30
1038033,"Indiana Pacers","New York Knicks",2023-12-30
1038035,"Minnesota Timberwolves","Los Angeles Lakers",2023-12-30
1038036,"Golden State Warriors","Dallas Mavericks",2023-12-30
1038032,"Detroit Pistons","Toronto Raptors",2023-12-30
1038034,"Chicago Bulls","Philadelphia 76ers",2023-12-30
1038037,"Washington Wizards","Atlanta Hawks",2023-12-31
1038038,"New Orleans Pelicans","Los Angeles Lakers",2023-12-31
1038039,"Oklahoma City Thunder","Brooklyn Nets",2023-12-31
1038040,"San Antonio Spurs","Boston Celtics",2023-12-31
1038041,"Memphis Grizzlies","Sacramento Kings",2023-12-31
1038042,"Phoenix Suns","Orlando Magic",2023-12-31
1038043,"New York Knicks","Minnesota Timberwolves",2024-01-01
1038044,"Toronto Raptors","Cleveland Cavaliers",2024-01-01
1038045,"Houston Rockets","Detroit Pistons",2024-01-01
1038046,"Milwaukee Bucks","Indiana Pacers",2024-01-01
1038047,"Denver Nuggets","Charlotte Hornets",2024-01-01
1038048,"Phoenix Suns","Portland Trail Blazers",2024-01-01
1038049,"Utah Jazz","Dallas Mavericks",2024-01-01
1038050,"LA Clippers","Miami Heat",2024-01-01
1038051,"Philadelphia 76ers","Chicago Bulls",2024-01-02
1038052,"Memphis Grizzlies","San Antonio Spurs",2024-01-02
1038053,"New Orleans Pelicans","Brooklyn Nets",2024-01-02
1038054,"Oklahoma City Thunder","Boston Celtics",2024-01-02
1038055,"Golden State Warriors","Orlando Magic",2024-01-02
1038056,"Sacramento Kings","Charlotte Hornets",2024-01-02
1038057,"Cleveland Cavaliers","Washington Wizards",2024-01-03
1038061,"Houston Rockets","Brooklyn Nets",2024-01-03
1038062,"Memphis Grizzlies","Toronto Raptors",2024-01-03
1038063,"Minnesota Timberwolves","New Orleans Pelicans",2024-01-03
1038064,"Dallas Mavericks","Portland Trail Blazers",2024-01-03
1038065,"Phoenix Suns","LA Clippers",2024-01-03
1038066,"Utah Jazz","Detroit Pistons",2024-01-03
1038067,"Los Angeles Lakers","Miami Heat",2024-01-03
1038068,"Sacramento Kings","Orlando Magic",2024-01-03
1038060,"New York Knicks","Chicago Bulls",2024-01-03
1038059,"Atlanta Hawks","Oklahoma City Thunder",2024-01-03
1038058,"Indiana Pacers","Milwaukee Bucks",2024-01-03
1038069,"San Antonio Spurs","Milwaukee Bucks",2024-01-04
1038070,"Golden State Warriors","Denver Nuggets",2024-01-04
1038080,"Denver Nuggets","Orlando Magic",2024-01-05
1038071,"Boston Celtics","Utah Jazz",2024-01-05
1038072,"Indiana Pacers","Atlanta Hawks",2024-01-05
1038073,"Brooklyn Nets","Oklahoma City Thunder",2024-01-05
1038074,"Cleveland Cavaliers","Washington Wizards",2024-01-05
1038075,"Philadelphia 76ers","New York Knicks",2024-01-05
1038076,"Chicago Bulls","Charlotte Hornets",2024-01-05
1038077,"Houston Rockets","Minnesota Timberwolves",2024-01-05
1038078,"New Orleans Pelicans","LA Clippers",2024-01-05
1038079,"Dallas Mavericks","Portland Trail Blazers",2024-01-05
1038081,"Phoenix Suns","Miami Heat",2024-01-05
1038082,"Golden State Warriors","Detroit Pistons",2024-01-05
1038083,"Los Angeles Lakers","Memphis Grizzlies",2024-01-05
1038084,"Sacramento Kings","Toronto Raptors",2024-01-05
1038085,"Indiana Pacers","Boston Celtics",2024-01-06
1038086,"Washington Wizards","New York Knicks",2024-01-06
1038087,"Philadelphia 76ers","Utah Jazz",2024-01-06
1038088,"Houston Rockets","Milwaukee Bucks",2024-01-06
1038093,"Dallas Mavericks","Minnesota Timberwolves",2024-01-07
1038096,"Golden State Warriors","Toronto Raptors",2024-01-07
1038097,"Los Angeles Lakers","LA Clippers",2024-01-07
1038091,"Orlando Magic","Atlanta Hawks",2024-01-07
1038092,"Sacramento Kings","New Orleans Pelicans",2024-01-07
1038094,"Denver Nuggets","Detroit Pistons",2024-01-07
1038095,"Phoenix Suns","Memphis Grizzlies",2024-01-07
1038089,"Cleveland Cavaliers","San Antonio Spurs",2024-01-07
1038090,"Brooklyn Nets","Portland Trail Blazers",2024-01-07
1038098,"Charlotte Hornets","Chicago Bulls",2024-01-08
1038101,"Miami Heat","Houston Rockets",2024-01-08
1038102,"Milwaukee Bucks","Utah Jazz",2024-01-08
1038103,"LA Clippers","Phoenix Suns",2024-01-08
1038100,"Washington Wizards","Oklahoma City Thunder",2024-01-08
1038099,"Indiana Pacers","Boston Celtics",2024-01-08
1038104,"Detroit Pistons","Sacramento Kings",2024-01-09
1038105,"Orlando Magic","Minnesota Timberwolves",2024-01-09
1038106,"New York Knicks","Portland Trail Blazers",2024-01-09
1038107,"Dallas Mavericks","Memphis Grizzlies",2024-01-09
1038108,"Los Angeles Lakers","Toronto Raptors",2024-01-09
1038115,"Chicago Bulls","Houston Rockets",2024-01-10
1038118,"LA Clippers","Toronto Raptors",2024-01-10
1038117,"Golden State Warriors","New Orleans Pelicans",2024-01-10
1038116,"Utah Jazz","Denver Nuggets",2024-01-10
1038109,"Boston Celtics","Minnesota Timberwolves",2024-01-10
1038110,"Charlotte Hornets","Sacramento Kings",2024-01-10
1038111,"Detroit Pistons","San Antonio Spurs",2024-01-10
1038112,"Indiana Pacers","Washington Wizards",2024-01-10
1038113,"Atlanta Hawks","Philadelphia 76ers",2024-01-10
1038114,"Miami Heat","Oklahoma City Thunder",2024-01-10
1038119,"Cleveland Cavaliers","Brooklyn Nets",2024-01-11
1038120,"Milwaukee Bucks","Boston Celtics",2024-01-11
1038121,"Oklahoma City Thunder","Portland Trail Blazers",2024-01-11
1038122,"Dallas Mavericks","New York Knicks",2024-01-11
1038123,"Los Angeles Lakers","Phoenix Suns",2024-01-11
1038124,"Philadelphia 76ers","Sacramento Kings",2024-01-12
1038125,"Atlanta Hawks","Indiana Pacers",2024-01-12
1038126,"Detroit Pistons","Houston Rockets",2024-01-12
1038128,"Chicago Bulls","Golden State Warriors",2024-01-12
1038129,"Memphis Grizzlies","LA Clippers",2024-01-12
1038130,"Minnesota Timberwolves","Portland Trail Blazers",2024-01-12
1038131,"Denver Nuggets","New Orleans Pelicans",2024-01-12
1038132,"Utah Jazz","Toronto Raptors",2024-01-12
1038133,"San Antonio Spurs","Charlotte Hornets",2024-01-12
1038127,"Miami Heat","Orlando Magic",2024-01-12
1038137,"Milwaukee Bucks","Golden State Warriors",2024-01-13
1038138,"Oklahoma City Thunder","Orlando Magic",2024-01-13
1038136,"Memphis Grizzlies","New York Knicks",2024-01-13
1038134,"Boston Celtics","Houston Rockets",2024-01-13
1038135,"Atlanta Hawks","Washington Wizards",2024-01-13
1038139,"Dallas Mavericks","New Orleans Pelicans",2024-01-13
1038140,"San Antonio Spurs","Chicago Bulls",2024-01-13
1038141,"Utah Jazz","Los Angeles Lakers",2024-01-13
1038146,"Portland Trail Blazers","Phoenix Suns",2024-01-14
1038142,"Denver Nuggets","Indiana Pacers",2024-01-14
1038143,"Miami Heat","Charlotte Hornets",2024-01-14
1038144,"Milwaukee Bucks","Sacramento Kings",2024-01-14
1038145,"Minnesota Timberwolves","LA Clippers",2024-01-14
1038154,"Brooklyn Nets","Miami Heat",2024-01-15
1038156,"Utah Jazz","Indiana Pacers",2024-01-15
1038155,"Toronto Raptors","Boston Celtics",2024-01-15
1038157,"Los Angeles Lakers","Oklahoma City Thunder",2024-01-15
1038147,"Philadelphia 76ers","Houston Rockets",2024-01-15
1038148,"Dallas Mavericks","New Orleans Pelicans",2024-01-15
1038149,"New York Knicks","Orlando Magic",2024-01-15
1038151,"Atlanta Hawks","San Antonio Spurs",2024-01-15
1038152,"Memphis Grizzlies","Golden State Warriors",2024-01-15
1038153,"Cleveland Cavaliers","Chicago Bulls",2024-01-15
1038150,"Washington Wizards","Detroit Pistons",2024-01-15
1038159,"Phoenix Suns","Sacramento Kings",2024-01-16
1038160,"LA Clippers","Oklahoma City Thunder",2024-01-16
1038158,"Philadelphia 76ers","Denver Nuggets",2024-01-16
1038170,"Portland Trail Blazers","Brooklyn Nets",2024-01-17
1038161,"Detroit Pistons","Minnesota Timberwolves",2024-01-17
1038162,"Atlanta Hawks","Orlando Magic",2024-01-17
1038163,"Boston Celtics","San Antonio Spurs",2024-01-17
1038164,"Cleveland Cavaliers","Milwaukee Bucks",2024-01-17
1038165,"New York Knicks","Houston Rockets",2024-01-17
1038166,"Toronto Raptors","Miami Heat",2024-01-17
1038167,"New Orleans Pelicans","Charlotte Hornets",2024-01-17
1038169,"Los Angeles Lakers","Dallas Mavericks",2024-01-17
1038171,"New York Knicks","Washington Wizards",2024-01-18
1038172,"Toronto Raptors","Chicago Bulls",2024-01-18
1038175,"Sacramento Kings","Indiana Pacers",2024-01-18
1038173,"Utah Jazz","Oklahoma City Thunder",2024-01-18
1038174,"Minnesota Timberwolves","Memphis Grizzlies",2024-01-18
1038182,"Portland Trail Blazers","Indiana Pacers",2024-01-19
1038183,"Los Angeles Lakers","Brooklyn Nets",2024-01-19
1038176,"Charlotte Hornets","San Antonio Spurs",2024-01-19
1038177,"Orlando Magic","Philadelphia 76ers",2024-01-19
1038178,"Boston Celtics","Denver Nuggets",2024-01-19
1038179,"Miami Heat","Atlanta Hawks",2024-01-19
1038180,"New Orleans Pelicans","Phoenix Suns",2024-01-19
1038186,"Washington Wizards","San Antonio Spurs",2024-01-20
1038187,"Atlanta Hawks","Cleveland Cavaliers",2024-01-20
1038184,"Detroit Pistons","Milwaukee Bucks",2024-01-20
1038185,"Charlotte Hornets","Philadelphia 76ers",2024-01-20
1038189,"Chicago Bulls","Memphis Grizzlies",2024-01-20
1038190,"Houston Rockets","Utah Jazz",2024-01-20
1038191,"Minnesota Timberwolves","Oklahoma City Thunder",2024-01-20
1038188,"New York Knicks","Toronto Raptors",2024-01-20
1038193,"Orlando Magic","Miami Heat",2024-01-21
1038194,"Washington Wizards","Denver Nuggets",2024-01-21
1038195,"Houston Rockets","Boston Celtics",2024-01-21
1038196,"Phoenix Suns","Indiana Pacers",2024-01-21
1038197,"Los Angeles Lakers","Portland Trail Blazers",2024-01-21
1038192,"LA Clippers","Brooklyn Nets",2024-01-21
1038198,"Detroit Pistons","Milwaukee Bucks",2024-01-22
1038199,"Orlando Magic","Cleveland Cavaliers",2024-01-22
1038200,"Philadelphia 76ers","San Antonio Spurs",2024-01-22
1038201,"Toronto Raptors","Memphis Grizzlies",2024-01-22
1038202,"Minnesota Timberwolves","Charlotte Hornets",2024-01-22
1038204,"Phoenix Suns","Chicago Bulls",2024-01-22
1038205,"Sacramento Kings","Atlanta Hawks",2024-01-22
1038203,"Dallas Mavericks","Boston Celtics",2024-01-22
1038208,"New Orleans Pelicans","Utah Jazz",2024-01-23
1038209,"Oklahoma City Thunder","Portland Trail Blazers",2024-01-23
1038210,"LA Clippers","Los Angeles Lakers",2024-01-23
1038206,"Indiana Pacers","Denver Nuggets",2024-01-23
1038207,"Brooklyn Nets","New York Knicks",2024-01-23
1038211,"Detroit Pistons","Charlotte Hornets",2024-01-24
1038212,"Washington Wizards","Minnesota Timberwolves",2024-01-24
1038213,"Miami Heat","Memphis Grizzlies",2024-01-24
1038214,"San Antonio Spurs","Oklahoma City Thunder",2024-01-24
1038215,"Houston Rockets","Portland Trail Blazers",2024-01-24
1038218,"Golden State Warriors","Atlanta Hawks",2024-01-24
1038216,"Milwaukee Bucks","Cleveland Cavaliers",2024-01-24
1038217,"Dallas Mavericks","Phoenix Suns",2024-01-24
1038220,"Washington Wizards","Utah Jazz",2024-01-25
1038221,"Brooklyn Nets","Minnesota Timberwolves",2024-01-25
1038222,"Miami Heat","Boston Celtics",2024-01-25
1038223,"New York Knicks","Denver Nuggets",2024-01-25
1038224,"Golden State Warriors","Sacramento Kings",2024-01-25
1038225,"Los Angeles Lakers","Chicago Bulls",2024-01-25
1038219,"Indiana Pacers","Philadelphia 76ers",2024-01-25
