"game_ID","away_team","home_team","game_times"
"01417fbffa96b7972621d8bb78d8d458","San Antonio Spurs","New Orleans Pelicans","2023-12-01"
"b32e75548aa76f2fb3e9f1381146bc91","Denver Nuggets","Phoenix Suns","2023-12-01"
"9778b105b936c16e922eb0f407537494","Golden State Warriors","LA Clippers","2023-12-02"
"4c18fd6f43e2921f0a6f9822f55940c8","Minnesota Timberwolves","Charlotte Hornets","2023-12-02"
"b0bab1dd7a9ce6d07c17928e1b47c1d4","Orlando Magic","Brooklyn Nets","2023-12-02"
"eada071ee5ba4f59b3b609534496155c","Cleveland Cavaliers","Detroit Pistons","2023-12-02"
"6d0a1639de661a5096534d83a79209ab","Indiana Pacers","Miami Heat","2023-12-02"
"bee8d0634b1de6b48ca3b9b6567b4935","New Orleans Pelicans","Chicago Bulls","2023-12-02"
"445268f3a0d7fe0e83a679dfcbd0d734","Atlanta Hawks","Milwaukee Bucks","2023-12-02"
"e1f6758144baced50878accc8df75dc0","Oklahoma City Thunder","Dallas Mavericks","2023-12-02"
"c2768a41096a8c312f3f11190a8ec9f7","Memphis Grizzlies","Phoenix Suns","2023-12-02"
"4a1a4d33053c36ecaa8344a048d2673f","Portland Trail Blazers","Utah Jazz","2023-12-02"
"724105f738e47912e263b243756ad54f","Denver Nuggets","Sacramento Kings","2023-12-02"
"3d80471d3cc84e6f1bc7adc424044c4a","Houston Rockets","Los Angeles Lakers","2023-12-02"
"09a1ce6b66f4ffc1108d438154ca6ea1","Boston Celtics","Indiana Pacers","2023-12-04"
"700d9bd95cba9bd171d20c96bda235bf","New Orleans Pelicans","Sacramento Kings","2023-12-04"
"24f2f9eab2d686244690e650d1c1ae33","New York Knicks","Milwaukee Bucks","2023-12-05"
"109a8d9cf8de37e256d98b1aa522ae92","Phoenix Suns","Los Angeles Lakers","2023-12-05"
"3a1d9bcf2da447e532d13be14f02a7ed","Orlando Magic","Cleveland Cavaliers","2023-12-06"
"1f21e12eb11babf4d9ffa59e386ab17e","Memphis Grizzlies","Detroit Pistons","2023-12-06"
"f9b48ba5d8564d2f909c89eb41da1d8a","Philadelphia 76ers","Washington Wizards","2023-12-06"
"5502604821ff081cc352c44d0804abe8","Miami Heat","Toronto Raptors","2023-12-06"
"96e81d7c8d0e97af33df11c13d156f76","Brooklyn Nets","Atlanta Hawks","2023-12-06"
"a0b69a33c8d8368b5ceb7c89347f37ca","San Antonio Spurs","Minnesota Timberwolves","2023-12-06"
"31e0d759ac7ded9cc68e218e8ca3f56c","Charlotte Hornets","Chicago Bulls","2023-12-06"
"94f75fcd55d704ef568ecc8349669665","Oklahoma City Thunder","Houston Rockets","2023-12-06"
"a8617ccec390e76f2525bcf1437cfc4c","Utah Jazz","Dallas Mavericks","2023-12-06"
"06c805e8bc716fe121015303daf98b6a","Portland Trail Blazers","Golden State Warriors","2023-12-06"
"8bcf55d31c33d13ae37c023edf4cb17d","Denver Nuggets","LA Clippers","2023-12-06"
"0bd6d826c6314fd9dd25b4604633674a","Indiana Pacers","Milwaukee Bucks","2023-12-07"
"dce4037fcda004ccf8d650f65f0dab48","New Orleans Pelicans","Los Angeles Lakers","2023-12-07"
"12970a63a7a6b02b1d3ee76416f9f7b9","Detroit Pistons","Orlando Magic","2023-12-08"
"a2d7a90e9d0699988415830624b240a1","Atlanta Hawks","Philadelphia 76ers","2023-12-08"
"5aa8e98afe41634ecf078b4c61c6b7e6","Toronto Raptors","Charlotte Hornets","2023-12-08"
"cd674295de225ce24a1a8479540a5476","New York Knicks","Boston Celtics","2023-12-08"
"8635f035232f2eca7c8f2279f4e42b5f","Washington Wizards","Brooklyn Nets","2023-12-08"
"c663d44048cfbaba06ee84e59360222e","Cleveland Cavaliers","Miami Heat","2023-12-08"
"12b280e512297a52448e3c89dde030be","Minnesota Timberwolves","Memphis Grizzlies","2023-12-08"
"40014278e75da4494bac97279fdba641","Golden State Warriors","Oklahoma City Thunder","2023-12-08"
"29d2e24ebf8cd5ba9eb39d566078ace2","Chicago Bulls","San Antonio Spurs","2023-12-08"
"4417916ef38206b0b58e7174f7e5f3bd","Sacramento Kings","Phoenix Suns","2023-12-08"
"54d6e7bf1b010c91526cb7819cb0a682","Houston Rockets","Denver Nuggets","2023-12-08"
"6c8addc19ba8344330e794da6d10ef04","LA Clippers","Utah Jazz","2023-12-08"
"3e2d09d22b864e344ffd4e038e10b59b","Dallas Mavericks","Portland Trail Blazers","2023-12-08"
"3a9d9097346a3a1184b8583b50d6c78f","Indiana Pacers","Los Angeles Lakers","2023-12-09"
"7581691636e578409a4041ee006f3b0a","Miami Heat","Charlotte Hornets","2023-12-11"
"047ddf292282a8d762d6ed82d386dc36","Indiana Pacers","Detroit Pistons","2023-12-11"
"2f36e11bb8a3bc80f597bdd8f8e4cc29","Cleveland Cavaliers","Orlando Magic","2023-12-11"
"d4e2cf0a5f03b6662a959cfcf5beedf2","Washington Wizards","Philadelphia 76ers","2023-12-11"
"a42f6b59210ba4e6d52411bcaa722372","Denver Nuggets","Atlanta Hawks","2023-12-11"
"781356dea6adfd64b9eaf0b9c210172f","Toronto Raptors","New York Knicks","2023-12-11"
"16f42316eac8afa894e051f0824685a5","San Antonio Spurs","Houston Rockets","2023-12-11"
"63c887da39c412f416be4ea38f2f73bf","Dallas Mavericks","Memphis Grizzlies","2023-12-11"
"3458839cc0ea607c72c9b1b41923efbf","Chicago Bulls","Milwaukee Bucks","2023-12-11"
"9ab65bebbc443a2d0f034d740dec1b8b","Minnesota Timberwolves","New Orleans Pelicans","2023-12-11"
"d4ca121af32b1decb1c8868919bdf0b9","Utah Jazz","Oklahoma City Thunder","2023-12-11"
"bc0ac07bd02f9cc2b849b8cfc99c94b0","Brooklyn Nets","Sacramento Kings","2023-12-11"
"44698c03b9768fe28c5c86a0b8a82f9b","Portland Trail Blazers","LA Clippers","2023-12-11"
"cfc62a035c6c8b1bf219ad7f0d73fe4c","Cleveland Cavaliers","Boston Celtics","2023-12-12"
"8ca539cc5b2daed6c4b9c87ec9c0e8b0","Los Angeles Lakers","Dallas Mavericks","2023-12-12"
"98356ff2f8d998977bd7c0ac307be551","Denver Nuggets","Chicago Bulls","2023-12-12"
"5a5054ab677036fa69a25fb35be9f16d","Golden State Warriors","Phoenix Suns","2023-12-12"
"8a47caf23a7f865f44b8dd30f5fb2e66","Sacramento Kings","LA Clippers","2023-12-12"
"a7b0ab97c4489a6f69ed9f505c41cfe8","Philadelphia 76ers","Detroit Pistons","2023-12-13"
"c00a15872cf919d6129c72d900cf6963","New Orleans Pelicans","Washington Wizards","2023-12-13"
"6bb507d74d0ff4bcb6630aa5ec54f214","Charlotte Hornets","Miami Heat","2023-12-13"
"4d01f164e9f90e7845437c5df53ea763","Atlanta Hawks","Toronto Raptors","2023-12-13"
"4a98bfcce15c9301769c5b7da13ffd72","Memphis Grizzlies","Houston Rockets","2023-12-13"
"c5f2e4848b209292ecd4e8b00473c553","Indiana Pacers","Milwaukee Bucks","2023-12-13"
"f6e41f1e961bc137c6612975da1875d4","Los Angeles Lakers","San Antonio Spurs","2023-12-13"
"b9172f7d54bbc7def86bb61852ef11e9","Brooklyn Nets","Phoenix Suns","2023-12-13"
"fe4701673d87314ed2e9bb85fc3f4d7e","New York Knicks","Utah Jazz","2023-12-13"
"05c48b52a3c99441e9a8fbad58eb20c1","Cleveland Cavaliers","Boston Celtics","2023-12-14"
"07dbd6fddef1a1e33a07e8dc61419a97","Chicago Bulls","Miami Heat","2023-12-14"
"578b1d74e24fd4989b6932a076251880","Minnesota Timberwolves","Dallas Mavericks","2023-12-14"
"e21b95dd64811537ecfb4e8a010af00c","Brooklyn Nets","Denver Nuggets","2023-12-14"
"4b838c528f070359ebf6cdf51a77fafd","Utah Jazz","Portland Trail Blazers","2023-12-14"
"eb6586d817e0cdb6c503ebf170787af1","Oklahoma City Thunder","Sacramento Kings","2023-12-14"
"95e4a972f0da53b767736987b897fd12","Golden State Warriors","LA Clippers","2023-12-14"
"3309e52cbe0c14d3964c17c682773d03","New Orleans Pelicans","Charlotte Hornets","2023-12-15"
"671e797cb89ceb409e471427f0df9339","Detroit Pistons","Philadelphia 76ers","2023-12-15"
"26ed5533bb5daaf518d879fde0a06f7f","Indiana Pacers","Washington Wizards","2023-12-15"
"00cfb09f4daa54f7675026e8449d3be5","Orlando Magic","Boston Celtics","2023-12-15"
"c1460ede503bdc2ef480bb488b35c232","Atlanta Hawks","Toronto Raptors","2023-12-15"
"78866723d014c85e371b100d589004f0","Los Angeles Lakers","San Antonio Spurs","2023-12-15"
"83cb19e4f8a971739a2740d338d75b79","Houston Rockets","Memphis Grizzlies","2023-12-15"
"284f4847a81394d38d7e9d9fa955c2f5","New York Knicks","Phoenix Suns","2023-12-15"
"a41ba5b6bb09ce73c129513f6d080e22","Detroit Pistons","Milwaukee Bucks","2023-12-16"
"5bac0fef6bba0943ea5cf7cd602a111b","Philadelphia 76ers","Charlotte Hornets","2023-12-16"
"1171be6d2d6b5207a70431b393a42cff","Atlanta Hawks","Cleveland Cavaliers","2023-12-16"
"7c0ee74b4e0be4e1004ae707a07a0708","Chicago Bulls","Miami Heat","2023-12-16"
"898705e3f0f3c5a155019da77276dd7a","Indiana Pacers","Minnesota Timberwolves","2023-12-16"
"9513ec827638505cef8ef5188ad8978d","Brooklyn Nets","Golden State Warriors","2023-12-16"
"6f172ff631a4847ce3dc988288029a13","Oklahoma City Thunder","Denver Nuggets","2023-12-16"
"463a7b6c727f9f24045b70cb5365f112","Dallas Mavericks","Portland Trail Blazers","2023-12-16"
"cd1855ca9e4f0f7ae041c0d545ef66d7","Utah Jazz","Sacramento Kings","2023-12-16"
"ff2d575869dccc9b1bafe118509d9cb9","New York Knicks","LA Clippers","2023-12-16"
"9aa961eca5393d5c74b94f189dcad134","Orlando Magic","Boston Celtics","2023-12-17"
"74dd88e4d731e373563496208fce855b","New Orleans Pelicans","San Antonio Spurs","2023-12-17"
"dd55462de8609fa2c83800db3f86098d","Houston Rockets","Milwaukee Bucks","2023-12-17"
"6d9c32d648c9f4b01560b0a96fdedcad","Washington Wizards","Phoenix Suns","2023-12-17"
"a0484f1afcf2bc86d096e4b635e42a10","Golden State Warriors","Portland Trail Blazers","2023-12-17"
"1bed3b7ff907b3f95ba98df67a71b540","Houston Rockets","Cleveland Cavaliers","2023-12-18"
"6111f5595082d5678a84cd9bbd6d8f64","LA Clippers","Indiana Pacers","2023-12-18"
"89690af06dfe7ede3ebc55d992c262c8","Chicago Bulls","Philadelphia 76ers","2023-12-18"
"72e682384767e2c3eb34a337d87698ef","Detroit Pistons","Atlanta Hawks","2023-12-18"
"b079a36bd80284bea76a78206f9bea64","Minnesota Timberwolves","Miami Heat","2023-12-18"
"2ae795b05f997fb0cffcd5280cf5d107","Charlotte Hornets","Toronto Raptors","2023-12-18"
"fa8844382130774994cd925e3cdd78bc","Memphis Grizzlies","Oklahoma City Thunder","2023-12-18"
"c326f15b2e5dd6780fca5f775127d817","Dallas Mavericks","Denver Nuggets","2023-12-18"
"8fda69333d20485e581a526a8b25d0c2","Brooklyn Nets","Utah Jazz","2023-12-18"
"0abbb9e20d68c04d852abebb62aafecc","Washington Wizards","Sacramento Kings","2023-12-18"
"725845c53b78b8f460e44c4534500c7d","New York Knicks","Los Angeles Lakers","2023-12-18"
"6ed1535cee76116be89db1b21eb15d9f","Memphis Grizzlies","New Orleans Pelicans","2023-12-19"
"8b948f7b75113cfd8368e4ea5b221aff","San Antonio Spurs","Milwaukee Bucks","2023-12-19"
"facf349e9a9237283ee8776821b7aaaa","Boston Celtics","Golden State Warriors","2023-12-19"
"94a42fb4b3f742d3964a915c8fe31a72","Phoenix Suns","Portland Trail Blazers","2023-12-19"
"fc6ac3f90c68d02e45381e90da1d53c7","Utah Jazz","Cleveland Cavaliers","2023-12-20"
"77864318e97666332526d7d5354c3cef","Charlotte Hornets","Indiana Pacers","2023-12-20"
"cb4889cce394b83d7a78a47cb489df3c","Miami Heat","Orlando Magic","2023-12-20"
"d7bfbae26793b1a2da870992be6355e7","Minnesota Timberwolves","Philadelphia 76ers","2023-12-20"
"98abdcf22905be567e9a69d98f063cfc","New York Knicks","Brooklyn Nets","2023-12-20"
"bd5dcc18d7fae49ee612178a043c53b6","Denver Nuggets","Toronto Raptors","2023-12-20"
"3d8d6fec8cbb6cad926054494f706db2","Los Angeles Lakers","Chicago Bulls","2023-12-20"
"e8b22a2a50b19c0923e52236830fb1ad","Atlanta Hawks","Houston Rockets","2023-12-20"
"d7793901f2115087b53d9db467ac7c4b","LA Clippers","Dallas Mavericks","2023-12-20"
"8e607bda160178f072067fef6f3ab7fb","Boston Celtics","Sacramento Kings","2023-12-20"
"1203973cd1621f228fed8b070ca4b975","Utah Jazz","Detroit Pistons","2023-12-21"
"5164411fc5e69b38787a8026fb21697f","New Orleans Pelicans","Cleveland Cavaliers","2023-12-21"
"7d70d23ce78d800daf0cdc20661f361e","San Antonio Spurs","Chicago Bulls","2023-12-21"
"816f80395ef0c6aa8f038d7a74f31042","Indiana Pacers","Memphis Grizzlies","2023-12-21"
"c8c5f02262eb02f02621da7ad7975141","Orlando Magic","Milwaukee Bucks","2023-12-21"
"ecc8560a791b1388450e56088752d689","LA Clippers","Oklahoma City Thunder","2023-12-21"
"ab0214bfaebb25d730b8ce3b75db6075","Los Angeles Lakers","Minnesota Timberwolves","2023-12-21"
"f625baf5ce85dfef93df0d11476f18bc","Washington Wizards","Portland Trail Blazers","2023-12-21"
"6c414d04996f4c232d617587c668eff2","Toronto Raptors","Philadelphia 76ers","2023-12-22"
"dca29daace7fd1e80449a2c96247e247","Denver Nuggets","Brooklyn Nets","2023-12-22"
"41e8f99b4bed2f22bccdb91daae56060","Atlanta Hawks","Miami Heat","2023-12-22"
"44cb1c81973141a621c1d8ddf07f7207","Dallas Mavericks","Houston Rockets","2023-12-22"
"b28f0fa4494ae6209c9aef92c80cfac5","Washington Wizards","Golden State Warriors","2023-12-22"
"9de54d155eb12ecfda811f77860de28b","Phoenix Suns","Sacramento Kings","2023-12-22"
"b5faff8e64bcda3a7e5c5a43ef18277f","Milwaukee Bucks","New York Knicks","2023-12-23"
"33d80e435c66a202c03561d049085e37","Boston Celtics","LA Clippers","2023-12-23"
"93f0b4234e151e2c69883abf5351aff3","Denver Nuggets","Charlotte Hornets","2023-12-23"
"d48a7f9b9beb57333b57daaeaf9fcfb6","Orlando Magic","Indiana Pacers","2023-12-23"
"8efbf645126d79662ca4b14a42da5a87","Houston Rockets","New Orleans Pelicans","2023-12-23"
"19b5670b230bc5b823119b8e0c87018d","Memphis Grizzlies","Atlanta Hawks","2023-12-23"
"dd004b9399d78234999b189f836a26b7","Detroit Pistons","Brooklyn Nets","2023-12-23"
"25e76526eb3b7053f9981d3b7625a56f","Utah Jazz","Toronto Raptors","2023-12-23"
"2fb3537fe6abb58606d8b7a20bfd6577","Cleveland Cavaliers","Chicago Bulls","2023-12-23"
"e8d97e6ad1d9e3032d9ffec9f5d4160d","Los Angeles Lakers","Oklahoma City Thunder","2023-12-23"
"3cdcd60b59b39e61a2d2383f26001db8","San Antonio Spurs","Dallas Mavericks","2023-12-23"
"fdfd16e4f14beb6f6c0cc09ef6f4baa9","Portland Trail Blazers","Golden State Warriors","2023-12-23"
"bb1213dea3eab4e8e6a9b849b9a81098","Minnesota Timberwolves","Sacramento Kings","2023-12-23"
"efddc9a8b84308c485b4104597636b86","Milwaukee Bucks","New York Knicks","2023-12-25"
"53f4a7e9386a82f67672aa598ac27959","Golden State Warriors","Denver Nuggets","2023-12-25"
"f231c83ad97916140db610c0501c324d","Boston Celtics","Los Angeles Lakers","2023-12-25"
"34f0ddb6eaa4775a7dadad0ad049ebfc","Philadelphia 76ers","Miami Heat","2023-12-25"
"c6f7c94f3e967517675840bd4c60a28f","Dallas Mavericks","Phoenix Suns","2023-12-25"
"4133d0a66aa4063e2a5e968204528c87","Brooklyn Nets","Detroit Pistons","2023-12-26"
"0e8b531f7f59686afbeef2e4943fb34f","Orlando Magic","Washington Wizards","2023-12-26"
"80c7743ee79ce2ebfff576763973f59f","Atlanta Hawks","Chicago Bulls","2023-12-26"
"8e1dd331ca583bb095f860c03ad6eeb3","Indiana Pacers","Houston Rockets","2023-12-26"
"5284e243d382bbb2a58ea1c14eb3ea19","Memphis Grizzlies","New Orleans Pelicans","2023-12-26"
"03965781699763eb1e964fda23c10f74","Minnesota Timberwolves","Oklahoma City Thunder","2023-12-26"
"ce4adcc6bdf60eabe3d1a83935e9a6b5","Utah Jazz","San Antonio Spurs","2023-12-26"
"c855f22224f97b696c3d2ee533b7b0da","Sacramento Kings","Portland Trail Blazers","2023-12-26"
"b83af0ba894f3336a1425a01fb44809f","Charlotte Hornets","LA Clippers","2023-12-26"
"1ef1d3a00258f57551ada0c3f913a6a1","Philadelphia 76ers","Orlando Magic","2023-12-27"
"b6875c9ea744d925711da9817d7c4374","Toronto Raptors","Washington Wizards","2023-12-27"
"ff346f0e9c21a13679a075b3802d6970","Milwaukee Bucks","Brooklyn Nets","2023-12-27"
"1f81c7136fb9127e78c1efbe89b35c26","Phoenix Suns","Houston Rockets","2023-12-27"
"6127a3a0e46b22cdd4fe3bdde5e38d60","New York Knicks","Oklahoma City Thunder","2023-12-27"
"edd6ae1c881ab6966129486ddd91a15d","Cleveland Cavaliers","Dallas Mavericks","2023-12-27"
"896c955544ede94bf6b7f5a4fe9d3aa3","Detroit Pistons","Boston Celtics","2023-12-28"
"556f967493a02e59882c10fa54f7f611","Indiana Pacers","Chicago Bulls","2023-12-28"
"32c393099f286ba218d1774925a04581","Dallas Mavericks","Minnesota Timberwolves","2023-12-28"
"4d3617149f11d2bc126c51399ff2be89","Utah Jazz","New Orleans Pelicans","2023-12-28"
"0af1edf9f5c8f518397de0b6600e12fc","Memphis Grizzlies","Denver Nuggets","2023-12-28"
"278f7a6c3d719c5c66edee4cd4e16106","Miami Heat","Golden State Warriors","2023-12-28"
"a3d2158708479304df5c57038c3fef03","San Antonio Spurs","Portland Trail Blazers","2023-12-28"
"f6e574f323dc7ea31371e0c7894913fb","Charlotte Hornets","Los Angeles Lakers","2023-12-28"
"453a2bf6e79f4c7bbeec9010fc77d9d1","New York Knicks","Orlando Magic","2023-12-29"
"7c93e0d60aef1177a455dfeee34268e0","Brooklyn Nets","Washington Wizards","2023-12-29"
"5606866b620d4ae98407f48837a3ca4c","Sacramento Kings","Atlanta Hawks","2023-12-29"
"d2986905d4abbe17be1fcfb200550495","Toronto Raptors","Boston Celtics","2023-12-29"
"ce14107e3925a9ef4ca608633837c75d","Milwaukee Bucks","Cleveland Cavaliers","2023-12-29"
"4824718cf3103ee5df00bf1c68947cbc","Philadelphia 76ers","Houston Rockets","2023-12-29"
"708ff1f5c904277ff76f8175e390b232","Oklahoma City Thunder","Denver Nuggets","2023-12-29"
"14f9a8bfa386073b9781caec61a54ab7","Charlotte Hornets","Phoenix Suns","2023-12-29"
"3567857492b8df2d1df45549abf640d5","San Antonio Spurs","Portland Trail Blazers","2023-12-29"
"302d13925f6fb17b0440eb858bf1a291","Memphis Grizzlies","LA Clippers","2023-12-29"
"a9cb5d081e92ccc18558eab0e5f8efa4","Miami Heat","Utah Jazz","2023-12-30"
"94a9c324ae39ed05feb4b79167f21fd2","Toronto Raptors","Detroit Pistons","2023-12-30"
"fefa188e201129062902bea88993eb4c","New York Knicks","Indiana Pacers","2023-12-30"
"c145e59bf95c6c0b87cc7e5330707c32","Philadelphia 76ers","Chicago Bulls","2023-12-30"
"d38d0f2b72c576acea57f31dfe03ab05","Los Angeles Lakers","Minnesota Timberwolves","2023-12-30"
"95a297563b63f32164ad6ee129e1ad4b","Dallas Mavericks","Golden State Warriors","2023-12-30"
"a488506da995b283493864a3ad3e3e71","Atlanta Hawks","Washington Wizards","2023-12-31"
"3d410833612cda2e0c5ed5356aee0525","Los Angeles Lakers","New Orleans Pelicans","2023-12-31"
"63567630c96f014499013ee493c27f18","Brooklyn Nets","Oklahoma City Thunder","2023-12-31"
"09a955b3e1dae29d19c63de45165d0d2","Boston Celtics","San Antonio Spurs","2023-12-31"
"e44e496486486af7ad4940febb95bbfa","Sacramento Kings","Memphis Grizzlies","2023-12-31"
"aff4e5c911b78e5287d4b615ae98a96c","Orlando Magic","Phoenix Suns","2023-12-31"
"0792037abb4459e5a4cd9140e54361de","Minnesota Timberwolves","New York Knicks","2024-01-01"
"0c6a530790e0ca1b62de6ae199921478","Cleveland Cavaliers","Toronto Raptors","2024-01-01"
"db612b945f34f33b72a98d0253154cff","Detroit Pistons","Houston Rockets","2024-01-01"
"b070da0dfb190b2768db889a4ed3a8ce","Indiana Pacers","Milwaukee Bucks","2024-01-01"
"a62ef281ee27e68999b13c764fb44aea","Charlotte Hornets","Denver Nuggets","2024-01-01"
"0024f93407cce0ffc0fec67135e2aa21","Portland Trail Blazers","Phoenix Suns","2024-01-01"
"cd094395f739d9c884daef017ec13352","Dallas Mavericks","Utah Jazz","2024-01-01"
"b45c384b1a519d6eb3f92e71c8c5fd2e","Miami Heat","LA Clippers","2024-01-01"
"b8850bad48e6b9bcf3ecb4909b6f4677","Chicago Bulls","Philadelphia 76ers","2024-01-02"
"bcc7d599aeba155d9a08bf0edc55acf4","San Antonio Spurs","Memphis Grizzlies","2024-01-02"
"deb95cb2719773e45982d1c3fbd6b03f","Brooklyn Nets","New Orleans Pelicans","2024-01-02"
"b2907694409ef246641d924dca110427","Boston Celtics","Oklahoma City Thunder","2024-01-02"
"d7258f57ffac934620a83777d299d403","Orlando Magic","Golden State Warriors","2024-01-02"
"26bd850f06daa9805e892aa0f49208e3","Charlotte Hornets","Sacramento Kings","2024-01-02"
"9f3edc11e1d8aeea4b9c2c0c13368af5","Washington Wizards","Cleveland Cavaliers","2024-01-03"
"7b98d9b2b088bac18baacef5b6c214c3","Milwaukee Bucks","Indiana Pacers","2024-01-03"
"086be9ac9d2b6f54aa78889fb7f2212b","Oklahoma City Thunder","Atlanta Hawks","2024-01-03"
"528d1d41e0035a2c740c3f63d925290f","Brooklyn Nets","Houston Rockets","2024-01-03"
"2a6302bf1007c8b398a2cd9ae0b9dae8","Toronto Raptors","Memphis Grizzlies","2024-01-03"
"b3974e621790b9830901cdc5a5dae48e","New Orleans Pelicans","Minnesota Timberwolves","2024-01-03"
"aa38debc14443c6ba28bbbbe20165357","Chicago Bulls","New York Knicks","2024-01-03"
"fffcf788adc600efb5a053b8394a383c","Portland Trail Blazers","Dallas Mavericks","2024-01-03"
"1e84f219384f8f5e0de0a78023d616d1","LA Clippers","Phoenix Suns","2024-01-03"
"9dd430cc744166f7c59c1820d5046da6","Detroit Pistons","Utah Jazz","2024-01-03"
"b38b736dabaa2e710875ff5a79bc232e","Miami Heat","Los Angeles Lakers","2024-01-03"
"38a8ff1f014730604c229bfda738e9ba","Orlando Magic","Sacramento Kings","2024-01-03"
"0c9bd288e7caa0adb84074720f5040ce","Milwaukee Bucks","San Antonio Spurs","2024-01-04"
"980f8575dcf379650e41e395b4258dac","Denver Nuggets","Golden State Warriors","2024-01-04"
"aedde43e243c45b078af131f3079cce5","Utah Jazz","Boston Celtics","2024-01-05"
"9270370f57e92a0754c3b5c763f6301f","Atlanta Hawks","Indiana Pacers","2024-01-05"
"29aef704aa8067838d8e25a19a0dfe81","Oklahoma City Thunder","Brooklyn Nets","2024-01-05"
"208d5dfcacaa4d8e66190cba550ed6d2","Washington Wizards","Cleveland Cavaliers","2024-01-05"
"2ef552c0479496efb16584cdcbe4d3fc","New York Knicks","Philadelphia 76ers","2024-01-05"
"4966566004a2a4f1b3e8f33156f2073a","Charlotte Hornets","Chicago Bulls","2024-01-05"
"c4290f059054805fc8730949a9552396","Minnesota Timberwolves","Houston Rockets","2024-01-05"
"91c1d218291ef30c3ec7f2b7ffd713df","LA Clippers","New Orleans Pelicans","2024-01-05"
"763e2b490f608a38168284289957aa9a","Portland Trail Blazers","Dallas Mavericks","2024-01-05"
"bdddd9dab0e1c5b14ede718de03bd096","Orlando Magic","Denver Nuggets","2024-01-05"
"adb18ffe81a6a97df35c363d339753db","Miami Heat","Phoenix Suns","2024-01-05"
"931aacc3989ced596b0537e945016d36","Detroit Pistons","Golden State Warriors","2024-01-05"
"a9e87882ca287a3578dc8ef226920c3a","Memphis Grizzlies","Los Angeles Lakers","2024-01-05"
"9e791b82d0ad2f71361359848c9d41dc","Toronto Raptors","Sacramento Kings","2024-01-05"
"b690b4429df18061bd3c903c42d17222","Boston Celtics","Indiana Pacers","2024-01-06"
"feb0fe164669553f93cfdb1563180e96","New York Knicks","Washington Wizards","2024-01-06"
"88e4fe15cbdead30f8ce42cd42fb0e41","Utah Jazz","Philadelphia 76ers","2024-01-06"
"bef7442372406e00f5f6ea8a06995a84","Milwaukee Bucks","Houston Rockets","2024-01-06"
"56f0caecd0aa91135d73748e8b785bc2","San Antonio Spurs","Cleveland Cavaliers","2024-01-07"
"76a57d5b3b4e1ce65801dd93bd5aaadd","Portland Trail Blazers","Brooklyn Nets","2024-01-07"
"ad9dec7edcdd64d384d43a3916154521","Atlanta Hawks","Orlando Magic","2024-01-07"
"6d5eab6320a05e7dd2910e3774622fd7","New Orleans Pelicans","Sacramento Kings","2024-01-07"
"9945af0ad45afbebed940afa1b16c53b","Minnesota Timberwolves","Dallas Mavericks","2024-01-07"
"44c3da8dd8bf953807e4df3f2acc17b6","Detroit Pistons","Denver Nuggets","2024-01-07"
"7e47ab32976ee38a9b6b049364c0b4d3","Memphis Grizzlies","Phoenix Suns","2024-01-07"
"19d2fced37bac4735bda14fcfc6c50fb","Toronto Raptors","Golden State Warriors","2024-01-07"
"b6741cbb0dd350580236264eb238e877","LA Clippers","Los Angeles Lakers","2024-01-07"
"b5eff91c2b080c3e47a9c2a1818991cc","Chicago Bulls","Charlotte Hornets","2024-01-08"
"dfaeada4215a62525e56956c51600a5a","Boston Celtics","Indiana Pacers","2024-01-08"
"6ccf5cd81d34934c3a5df7b2d858538f","Oklahoma City Thunder","Washington Wizards","2024-01-08"
"1f3c5de548da21f32e295b2b31fbab90","Houston Rockets","Miami Heat","2024-01-08"
"a5835a0bb2fb029b99f3e418ab407543","Utah Jazz","Milwaukee Bucks","2024-01-08"
"a045253e48d504fa7cd1777a244fa931","Phoenix Suns","LA Clippers","2024-01-08"
"8c73af746f26e9ab1014b13c2b426e24","Sacramento Kings","Detroit Pistons","2024-01-09"
"e21633bb8c8ff5c7ecfb43eaba5e855b","Minnesota Timberwolves","Orlando Magic","2024-01-09"
"bc804dec0915cbb3f097f09afc5ccbd9","Portland Trail Blazers","New York Knicks","2024-01-09"
"118ac48081b42d64305d556287e53011","Memphis Grizzlies","Dallas Mavericks","2024-01-09"
"027dd07563f0e150eb82d08057f866fe","Toronto Raptors","Los Angeles Lakers","2024-01-09"
"9323404284863080d81fd84ff3ee31d9","Minnesota Timberwolves","Boston Celtics","2024-01-10"
"766d51c0d43e2d79ce92446af745375e","Sacramento Kings","Charlotte Hornets","2024-01-10"
"ac1181b997937119e339b249dd1b5658","San Antonio Spurs","Detroit Pistons","2024-01-10"
"5fcb0ae9ba5d4e0595c38cf0de582fba","Washington Wizards","Indiana Pacers","2024-01-10"
"328a49972624432c006dd0024a240f66","Philadelphia 76ers","Atlanta Hawks","2024-01-10"
"c09c0e00efaa719e51362bc2fd506519","Oklahoma City Thunder","Miami Heat","2024-01-10"
"78f027fe104773a69c065c8e5e1e5011","Houston Rockets","Chicago Bulls","2024-01-10"
"4d7c038b65bc566dc7e6e359de2cd38c","New Orleans Pelicans","Golden State Warriors","2024-01-10"
"a41ce1eb5c6cd915ceb75272cccfbe01","Denver Nuggets","Utah Jazz","2024-01-10"
"e2b1caf453d80104f79cb8355f43b293","Toronto Raptors","LA Clippers","2024-01-10"
