Assists,Blocked Shots,Defensive Rebounds,3-PT Attempted,3-PT Made,FG Attempted,FG Made,Free Throws Attempted,Free Throws Made,Minutes,Offensive Rebounds,Fouls,Points,Rebounds,Steals,Turnovers,Game_ID,Game_Date,player.id,team.id,Name,Blks+Stls,Pts+Rebs,Pts+Rebs+Asts,Pts+Asts,Rebs+Asts,Fantasy Score
5,1,5,2,1,11,7,0,0,35,2,0,15,7,2,0,1037593,2023-10-24T00:00:00.000Z,177,8,Aaron Gordon,3,22,27,20,12,39.9
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1037593,2023-10-24T00:00:00.000Z,17896007,8,Braxton Key,0,0,0,0,0,0
2,1,2,1,0,5,2,2,1,19,1,1,5,3,0,1,1037593,2023-10-24T00:00:00.000Z,38017709,8,Christian Braun,1,8,10,7,5,13.6
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1037593,2023-10-24T00:00:00.000Z,38017727,8,Collin Gillespie,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037593,2023-10-24T00:00:00.000Z,250,8,DeAndre Jordan,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037593,2023-10-24T00:00:00.000Z,56677871,8,Hunter Tyson,0,0,0,0,0,0
0,0,0,0,0,1,1,0,0,1,0,0,2,0,0,0,1037593,2023-10-24T00:00:00.000Z,56677582,8,Jalen Pickett,0,2,2,2,0,2
6,1,2,5,3,13,8,2,2,34,0,3,21,2,0,1,1037593,2023-10-24T00:00:00.000Z,335,8,Jamal Murray,1,23,29,27,8,34.4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037593,2023-10-24T00:00:00.000Z,17896103,8,Jay Huff,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037593,2023-10-24T00:00:00.000Z,56677776,8,Julian Strawther,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037593,2023-10-24T00:00:00.000Z,215,8,Justin Holiday,0,0,0,0,0,0
1,1,1,3,2,12,8,2,2,36,1,5,20,2,3,3,1037593,2023-10-24T00:00:00.000Z,81,8,Kentavious Caldwell-Pope,4,22,23,21,3,32.9
2,0,10,9,2,13,5,0,0,30,2,1,12,12,2,0,1037593,2023-10-24T00:00:00.000Z,375,8,Michael Porter Jr.,2,24,26,14,14,35.4
11,1,10,5,3,22,12,4,2,36,3,2,29,13,1,2,1037593,2023-10-24T00:00:00.000Z,246,8,Nikola Jokic,2,42,53,40,24,65.1
1,0,3,5,2,8,3,0,0,24,0,0,8,3,1,2,1037593,2023-10-24T00:00:00.000Z,236,8,Reggie Jackson,1,11,12,9,4,14.1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037593,2023-10-24T00:00:00.000Z,666489,8,Vlatko Cancar,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037593,2023-10-24T00:00:00.000Z,56677867,14,Alex Fudge,0,0,0,0,0,0
4,2,7,2,1,17,6,4,4,34,1,3,17,8,0,2,1037593,2023-10-24T00:00:00.000Z,117,14,Anthony Davis,2,25,29,21,12,36.6
4,0,4,2,1,11,4,7,5,31,4,2,14,8,2,2,1037593,2023-10-24T00:00:00.000Z,17553995,14,Austin Reaves,2,22,26,18,12,33.6
0,1,2,2,1,4,2,2,2,18,2,2,7,4,0,0,1037593,2023-10-24T00:00:00.000Z,666860,14,Cameron Reddish,1,11,11,7,4,14.8
0,0,3,1,0,4,3,2,1,16,1,1,7,4,0,1,1037593,2023-10-24T00:00:00.000Z,486,14,Christian Wood,0,11,11,7,4,10.8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037593,2023-10-24T00:00:00.000Z,56677738,14,Colin Castleton,0,0,0,0,0,0
7,0,4,5,2,12,4,2,1,36,0,3,11,4,1,3,1037593,2023-10-24T00:00:00.000Z,405,14,D'Angelo Russell,1,15,22,18,11,26.3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037593,2023-10-24T00:00:00.000Z,56677868,14,D'Moi Hodge,0,0,0,0,0,0
2,0,0,4,0,8,3,0,0,22,1,3,6,1,1,2,1037593,2023-10-24T00:00:00.000Z,1603383,14,Gabe Vincent,1,7,9,8,3,11.2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037593,2023-10-24T00:00:00.000Z,56677835,14,Jalen Hood-Schifino,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037593,2023-10-24T00:00:00.000Z,457,14,Jarred Vanderbilt,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,7,0,1,0,1,0,0,1037593,2023-10-24T00:00:00.000Z,666626,14,Jaxson Hayes,0,1,1,0,1,1.2
5,0,7,4,1,16,10,1,0,29,1,1,21,8,1,0,1037593,2023-10-24T00:00:00.000Z,237,14,LeBron James,1,29,34,26,13,41.1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1037593,2023-10-24T00:00:00.000Z,38017697,14,Max Christie,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1037593,2023-10-24T00:00:00.000Z,56677836,14,Maxwell Lewis,0,0,0,0,0,0
0,0,1,3,0,10,3,0,0,15,2,2,6,3,0,0,1037593,2023-10-24T00:00:00.000Z,666609,14,Rui Hachimura,0,9,9,6,3,9.6
1,1,2,6,4,8,6,2,2,30,1,0,18,3,0,1,1037593,2023-10-24T00:00:00.000Z,383,14,Taurean Prince,1,21,22,19,4,25.1
0,1,0,3,0,12,4,3,2,27,1,3,10,1,0,0,1037594,2023-10-24T00:00:00.000Z,475,10,Andrew Wiggins,1,11,11,10,1,14.2
9,0,5,6,0,15,4,7,6,34,1,0,14,6,2,1,1037594,2023-10-24T00:00:00.000Z,367,10,Chris Paul,2,20,29,23,15,39.7
1,0,0,0,0,0,0,0,0,4,1,0,0,1,0,0,1037594,2023-10-24T00:00:00.000Z,251,10,Cory Joseph,0,1,2,1,2,2.7
1,2,3,3,1,11,3,0,0,20,4,3,7,7,0,0,1037594,2023-10-24T00:00:00.000Z,407,10,Dario Saric,2,14,15,8,8,22.9
2,0,2,2,0,5,0,2,1,22,0,1,1,2,3,0,1037594,2023-10-24T00:00:00.000Z,2189,10,Gary Payton II,3,3,5,3,4,15.4
1,1,3,0,0,8,4,6,4,20,3,5,12,6,2,2,1037594,2023-10-24T00:00:00.000Z,17553979,10,Jonathan Kuminga,3,18,19,13,7,27.7
1,0,6,0,0,6,3,1,1,28,5,2,7,11,0,2,1037594,2023-10-24T00:00:00.000Z,282,10,Kevon Looney,0,18,19,8,12,19.7
3,1,6,11,3,18,6,0,0,36,1,3,15,7,0,3,1037594,2023-10-24T00:00:00.000Z,443,10,Klay Thompson,1,22,25,18,10,27.9
0,1,2,4,2,6,4,2,1,18,1,1,11,3,3,1,1037594,2023-10-24T00:00:00.000Z,17553992,10,Moses Moody,4,14,14,11,3,25.6
1,0,4,14,4,20,8,7,7,31,1,5,27,5,1,2,1037594,2023-10-24T00:00:00.000Z,115,10,Stephen Curry,1,32,33,28,6,35.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037594,2023-10-24T00:00:00.000Z,56677799,10,Trayce Jackson-Davis,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037594,2023-10-24T00:00:00.000Z,666451,24,Bol Bol,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037594,2023-10-24T00:00:00.000Z,32,24,Keita Bates-Diop,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037594,2023-10-24T00:00:00.000Z,3547298,24,Saben Lee,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037594,2023-10-24T00:00:00.000Z,3547095,24,Udoka Azubuike,0,0,0,0,0,0
0,0,2,1,0,2,1,0,0,10,0,1,2,2,0,1,1037595,2023-10-25T00:00:00.000Z,38017689,1,AJ Griffin,0,4,4,2,2,3.4
4,0,4,5,1,9,3,0,0,24,0,1,7,4,3,0,1037595,2023-10-25T00:00:00.000Z,53,1,Bogdan Bogdanovic,3,11,15,11,8,26.8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037595,2023-10-25T00:00:00.000Z,666564,1,Bruno Fernando,0,0,0,0,0,0
0,0,7,0,0,10,6,4,3,29,6,1,15,13,1,2,1037595,2023-10-25T00:00:00.000Z,83,1,Clint Capela,1,28,28,15,13,31.6
1,0,2,4,1,9,4,1,0,31,2,6,9,4,0,0,1037595,2023-10-25T00:00:00.000Z,666656,1,De'Andre Hunter,0,13,14,10,5,15.3
6,0,2,3,0,14,3,6,5,33,0,0,11,2,0,1,1037595,2023-10-25T00:00:00.000Z,334,1,Dejounte Murray,0,13,19,17,8,21.4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037595,2023-10-25T00:00:00.000Z,666754,1,Garrison Mathews,0,0,0,0,0,0
2,1,7,3,1,13,9,4,2,29,0,1,21,7,2,0,1037595,2023-10-25T00:00:00.000Z,17896040,1,Jalen Johnson,3,28,30,23,9,41.4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037595,2023-10-25T00:00:00.000Z,56677838,1,Kobe Bufkin,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037595,2023-10-25T00:00:00.000Z,56677875,1,Miles Norris,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037595,2023-10-25T00:00:00.000Z,56677806,1,Mouhamed Gueye,0,0,0,0,0,0
2,0,3,0,0,5,3,1,1,19,1,5,7,4,0,1,1037595,2023-10-25T00:00:00.000Z,3547244,1,Onyeka Okongwu,0,11,13,9,6,13.8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037595,2023-10-25T00:00:00.000Z,319,1,Patty Mills,0,0,0,0,0,0
0,0,2,4,1,12,6,2,2,29,3,1,15,5,5,2,1037595,2023-10-25T00:00:00.000Z,3547256,1,Saddiq Bey,5,20,20,15,5,34
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037595,2023-10-25T00:00:00.000Z,56677855,1,Seth Lundy,0,0,0,0,0,0
9,0,1,9,1,19,4,15,14,36,0,3,23,1,1,5,1037595,2023-10-25T00:00:00.000Z,490,1,Trae Young,1,24,33,32,10,35.7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037595,2023-10-25T00:00:00.000Z,3547297,1,Trent Forrest,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037595,2023-10-25T00:00:00.000Z,301,1,Wesley Matthews,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037595,2023-10-25T00:00:00.000Z,56677848,4,Amari Bailey,0,0,0,0,0,0
2,0,3,7,3,9,5,0,0,25,0,3,13,3,0,1,1037595,2023-10-25T00:00:00.000Z,56677823,4,Brandon Miller,0,16,18,15,5,18.6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037595,2023-10-25T00:00:00.000Z,38017708,4,Bryce McGowens,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037595,2023-10-25T00:00:00.000Z,666748,4,Cody Martin,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037595,2023-10-25T00:00:00.000Z,347,4,Frank Ntilikina,0,0,0,0,0,0
7,1,5,1,0,8,4,3,2,33,3,1,10,8,1,6,1037595,2023-10-25T00:00:00.000Z,204,4,Gordon Hayward,2,18,25,17,15,30.1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037595,2023-10-25T00:00:00.000Z,422,4,Ish Smith,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037595,2023-10-25T00:00:00.000Z,17896037,4,James Bouknight,0,0,0,0,0,0
1,0,1,3,1,7,2,0,0,20,1,0,5,2,0,0,1037595,2023-10-25T00:00:00.000Z,18678001,4,JT Thor,0,7,8,6,3,8.9
10,0,5,11,4,15,4,4,3,31,1,3,15,6,1,3,1037595,2023-10-25T00:00:00.000Z,3547239,4,LaMelo Ball,1,21,31,25,16,37.2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037595,2023-10-25T00:00:00.000Z,56677866,4,Leaky Black,0,0,0,0,0,0
1,1,11,0,0,6,5,3,3,30,4,2,13,15,3,2,1037595,2023-10-25T00:00:00.000Z,38017698,4,Mark Williams,4,28,29,14,16,42.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037595,2023-10-25T00:00:00.000Z,62,4,Miles Bridges,0,0,0,0,0,0
1,1,3,0,0,2,2,4,3,18,1,3,7,4,0,2,1037595,2023-10-25T00:00:00.000Z,3547282,4,Nick Richards,1,11,12,8,5,14.3
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1037595,2023-10-25T00:00:00.000Z,56677846,4,Nick Smith Jr.,0,0,0,0,0,0
2,0,4,6,1,18,12,0,0,32,1,4,25,5,0,1,1037595,2023-10-25T00:00:00.000Z,666950,4,P.J. Washington,0,30,32,27,7,33
6,0,4,7,2,16,7,12,8,34,1,2,24,5,0,3,1037595,2023-10-25T00:00:00.000Z,403,4,Terry Rozier,0,29,35,30,11,36
4,0,3,2,0,5,2,0,0,16,0,3,4,3,0,1,1037595,2023-10-25T00:00:00.000Z,3547253,4,Theo Maledon,0,7,11,8,7,12.6
1,1,4,3,1,5,2,2,2,23,1,3,7,5,0,1,1037596,2023-10-25T00:00:00.000Z,3547250,12,Aaron Nesmith,1,12,13,8,6,16.5
10,0,3,1,0,9,6,0,0,22,1,4,12,4,0,2,1037596,2023-10-25T00:00:00.000Z,38017507,12,Andrew Nembhard,0,16,26,22,14,29.8
0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,1037596,2023-10-25T00:00:00.000Z,56677861,12,Ben Sheppard,0,0,0,0,0,0
1,0,2,8,6,11,8,2,2,27,1,3,24,3,1,1,1037596,2023-10-25T00:00:00.000Z,69,12,Bruce Brown,1,27,28,25,4,31.1
5,1,2,7,4,9,5,0,0,25,0,0,14,2,1,1,1037596,2023-10-25T00:00:00.000Z,210,12,Buddy Hield,2,16,21,19,7,28.9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037596,2023-10-25T00:00:00.000Z,439,12,Daniel Theis,0,0,0,0,0,0
0,0,3,0,0,4,2,0,0,11,1,2,4,4,0,0,1037596,2023-10-25T00:00:00.000Z,17896035,12,Isaiah Jackson,0,8,8,4,4,8.8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037596,2023-10-25T00:00:00.000Z,56677794,12,Isaiah Wong,0,0,0,0,0,0
0,0,5,2,2,6,5,1,1,13,3,4,13,8,1,0,1037596,2023-10-25T00:00:00.000Z,3547264,12,Jalen Smith,1,21,21,13,8,25.6
0,0,3,1,0,5,0,0,0,6,1,1,0,4,1,0,1037596,2023-10-25T00:00:00.000Z,56677832,12,Jarace Walker,1,4,4,0,4,7.8
1,1,0,2,1,7,2,0,0,6,1,0,5,1,0,0,1037596,2023-10-25T00:00:00.000Z,3547207,12,Jordan Nwora,1,6,7,6,2,10.7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037596,2023-10-25T00:00:00.000Z,38017701,12,Kendall Brown,0,0,0,0,0,0
1,3,8,2,0,8,5,2,1,23,0,4,11,8,0,2,1037596,2023-10-25T00:00:00.000Z,452,12,Myles Turner,3,19,20,12,9,29.1
1,0,3,5,2,9,4,1,1,19,1,0,11,4,1,0,1037596,2023-10-25T00:00:00.000Z,3547243,12,Obi Toppin,1,15,16,12,5,20.3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037596,2023-10-25T00:00:00.000Z,56677778,12,Oscar Tshiebwe,0,0,0,0,0,0
2,0,1,0,0,2,2,0,0,6,0,0,4,1,2,0,1037596,2023-10-25T00:00:00.000Z,304,12,T.J. McConnell,2,5,7,6,3,14.2
11,2,3,6,2,16,9,0,0,27,0,1,20,3,1,3,1037596,2023-10-25T00:00:00.000Z,3547245,12,Tyrese Haliburton,3,23,34,31,14,46.1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037596,2023-10-25T00:00:00.000Z,3547302,30,Anthony Gill,0,0,0,0,0,0
3,3,4,1,1,3,1,0,0,23,0,1,3,4,0,3,1037596,2023-10-25T00:00:00.000Z,56677844,30,Bilal Coulibaly,3,7,10,6,7,18.3
1,0,3,5,1,11,4,2,2,25,2,1,11,5,0,1,1037596,2023-10-25T00:00:00.000Z,17896045,30,Corey Kispert,0,16,17,12,6,17.5
0,2,4,0,0,2,2,4,2,21,1,5,6,5,0,0,1037596,2023-10-25T00:00:00.000Z,666577,30,Daniel Gafford,2,11,11,6,5,18
0,0,1,2,2,7,4,6,6,17,2,1,16,3,0,0,1037596,2023-10-25T00:00:00.000Z,167,30,Danilo Gallinari,0,19,19,16,3,19.6
6,0,5,1,1,8,3,1,1,25,1,1,8,6,3,0,1037596,2023-10-25T00:00:00.000Z,487,30,Delon Wright,3,14,20,14,12,33.2
5,0,5,0,0,8,4,2,1,21,2,0,9,7,1,2,1037596,2023-10-25T00:00:00.000Z,3547242,30,Deni Avdija,1,16,21,14,12,25.9
1,0,1,0,0,3,2,0,0,8,1,0,4,2,0,1,1037596,2023-10-25T00:00:00.000Z,17896106,30,Eugene Omoruyi,0,6,7,5,3,6.9
0,0,0,1,1,2,1,0,0,4,0,0,3,0,0,0,1037596,2023-10-25T00:00:00.000Z,18677954,30,Jared Butler,0,3,3,3,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037596,2023-10-25T00:00:00.000Z,38124126,30,John Butler Jr.,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037596,2023-10-25T00:00:00.000Z,38017687,30,Johnny Davis,0,0,0,0,0,0
5,1,2,6,0,18,7,5,4,26,0,1,18,2,1,4,1037596,2023-10-25T00:00:00.000Z,666848,30,Jordan Poole,2,20,25,23,7,29.9
0,2,1,4,1,18,9,6,6,25,1,0,25,2,0,0,1037596,2023-10-25T00:00:00.000Z,265,30,Kyle Kuzma,2,27,27,25,2,33.4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037596,2023-10-25T00:00:00.000Z,414,30,Landry Shamet,0,0,0,0,0,0
0,0,3,0,0,0,0,0,0,8,0,0,0,3,0,0,1037596,2023-10-25T00:00:00.000Z,337,30,Mike Muscala,0,3,3,0,3,3.6
0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,1037596,2023-10-25T00:00:00.000Z,38017704,30,Patrick Baldwin Jr.,0,0,0,0,0,0
1,0,3,0,0,3,0,2,1,6,0,0,1,3,0,1,1037596,2023-10-25T00:00:00.000Z,38017712,30,Ryan Rollins,0,4,5,2,4,5.1
6,1,2,4,2,12,7,1,0,28,1,1,16,3,1,2,1037596,2023-10-25T00:00:00.000Z,249,30,Tyus Jones,2,19,25,22,9,32.6
0,0,0,1,0,3,0,0,0,5,0,0,0,0,0,0,1037598,2023-10-25T00:00:00.000Z,213,11,Aaron Holiday,0,0,0,0,0,0
6,0,6,1,0,11,6,4,2,28,2,4,14,8,0,1,1037598,2023-10-25T00:00:00.000Z,17896062,11,Alperen Sengun,0,22,28,20,14,31.6
2,0,4,7,1,10,3,2,1,21,1,2,8,5,0,4,1037598,2023-10-25T00:00:00.000Z,56677825,11,Amen Thompson,0,13,15,10,7,13
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037598,2023-10-25T00:00:00.000Z,296,11,Boban Marjanovic,0,0,0,0,0,0
0,0,1,2,0,4,0,0,0,10,0,0,0,1,0,1,1037598,2023-10-25T00:00:00.000Z,56677831,11,Cam Whitmore,0,1,1,0,1,0.2
2,0,4,6,4,7,5,0,0,26,0,4,14,4,1,2,1037598,2023-10-25T00:00:00.000Z,66,11,Dillon Brooks,1,18,20,16,6,22.8
5,0,1,6,4,13,5,0,0,34,0,0,14,1,1,3,1037598,2023-10-25T00:00:00.000Z,458,11,Fred VanVleet,1,15,20,19,6,22.7
1,0,4,4,0,9,3,2,1,26,1,6,7,5,1,1,1037598,2023-10-25T00:00:00.000Z,38017684,11,Jabari Smith Jr.,1,12,13,8,6,16.5
0,1,2,1,1,2,2,0,0,15,0,1,5,2,1,0,1037598,2023-10-25T00:00:00.000Z,3547301,11,Jae'Sean Tate,2,7,7,5,2,13.4
0,1,1,1,0,10,2,7,6,30,0,2,10,1,1,4,1037598,2023-10-25T00:00:00.000Z,17895966,11,Jalen Green,2,11,11,10,1,13.2
0,0,0,1,0,3,2,0,0,5,0,0,4,0,0,0,1037598,2023-10-25T00:00:00.000Z,47738533,11,Jeenathan Williams,0,4,4,4,0,4
1,0,0,1,0,4,2,1,0,14,3,2,4,3,0,1,1037598,2023-10-25T00:00:00.000Z,188,11,Jeff Green,0,7,8,5,4,8.1
0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1037598,2023-10-25T00:00:00.000Z,56677809,11,Jermaine Samuels Jr.,0,0,0,0,0,0
2,0,0,2,1,2,1,0,0,9,0,1,3,0,0,1,1037598,2023-10-25T00:00:00.000Z,19465326,11,Jock Landale,0,3,5,5,2,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037598,2023-10-25T00:00:00.000Z,3547281,11,Nate Hinton,0,0,0,0,0,0
0,1,1,1,1,1,1,0,0,11,0,1,3,1,1,0,1037598,2023-10-25T00:00:00.000Z,75,11,Reggie Bullock,2,4,4,3,1,10.2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037598,2023-10-25T00:00:00.000Z,38017695,11,Tari Eason,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037598,2023-10-25T00:00:00.000Z,357,11,Victor Oladipo,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037598,2023-10-25T00:00:00.000Z,666885,22,Admiral Schofield,0,0,0,0,0,0
1,2,0,0,0,2,2,1,1,5,0,0,5,0,0,0,1037598,2023-10-25T00:00:00.000Z,56677827,22,Anthony Black,2,5,6,6,1,12.5
0,0,1,2,1,2,1,0,0,5,0,0,3,1,0,0,1037598,2023-10-25T00:00:00.000Z,38017724,22,Caleb Houstan,0,4,4,3,1,4.2
0,0,3,1,0,1,0,0,0,5,0,0,0,3,0,0,1037598,2023-10-25T00:00:00.000Z,666818,22,Chuma Okeke,0,3,3,0,3,3.6
2,0,7,2,1,12,8,3,3,24,1,2,20,8,0,0,1037598,2023-10-25T00:00:00.000Z,3547251,22,Cole Anthony,0,28,30,22,10,32.6
2,0,1,7,3,11,5,4,4,27,2,1,17,3,1,3,1037598,2023-10-25T00:00:00.000Z,17896026,22,Franz Wagner,1,20,22,19,5,23.6
0,1,3,4,1,8,5,0,0,17,3,0,11,6,0,0,1037598,2023-10-25T00:00:00.000Z,196,22,Gary Harris,1,17,17,11,6,21.2
0,0,3,7,2,12,3,0,0,21,1,2,8,4,0,0,1037598,2023-10-25T00:00:00.000Z,17896073,22,Jalen Suggs,0,12,12,8,4,12.8
1,0,0,1,0,1,0,0,0,5,0,0,0,0,1,0,1037598,2023-10-25T00:00:00.000Z,56677839,22,Jett Howard,1,0,1,1,1,4.5
5,0,4,3,0,3,0,0,0,18,0,3,0,4,0,1,1037598,2023-10-25T00:00:00.000Z,226,22,Joe Ingles,0,4,9,5,9,11.3
0,1,3,3,1,6,4,3,2,14,1,2,11,4,0,2,1037598,2023-10-25T00:00:00.000Z,229,22,Jonathan Isaac,1,15,15,11,4,16.8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037598,2023-10-25T00:00:00.000Z,38017607,22,Kevon Harris,0,0,0,0,0,0
2,0,1,0,0,9,5,0,0,24,3,0,10,4,3,1,1037598,2023-10-25T00:00:00.000Z,165,22,Markelle Fultz,3,14,16,12,6,25.8
0,1,3,1,0,1,0,4,4,15,0,4,4,3,0,3,1037598,2023-10-25T00:00:00.000Z,462,22,Moritz Wagner,1,7,7,4,3,7.6
5,0,5,1,0,6,3,7,6,28,0,2,12,5,1,1,1037598,2023-10-25T00:00:00.000Z,38017683,22,Paolo Banchero,1,17,22,17,10,27.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037598,2023-10-25T00:00:00.000Z,17553983,22,Trevelin Queen,0,0,0,0,0,0
1,0,4,2,0,10,4,0,0,27,4,3,8,8,2,2,1037598,2023-10-25T00:00:00.000Z,85,22,Wendell Carter Jr.,2,16,17,9,9,23.1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037599,2023-10-25T00:00:00.000Z,9051997,3,Armoni Brooks,0,0,0,0,0,0
9,1,9,0,0,6,2,0,0,23,1,2,4,10,0,2,1037599,2023-10-25T00:00:00.000Z,417,3,Ben Simmons,1,14,23,13,19,30.5
2,0,3,5,2,21,13,11,8,25,0,0,36,3,1,1,1037599,2023-10-25T00:00:00.000Z,17896048,3,Cam Thomas,1,39,41,38,5,44.6
3,0,3,4,1,10,5,2,1,26,2,1,12,5,2,2,1037599,2023-10-25T00:00:00.000Z,666679,3,Cameron Johnson,2,17,20,15,8,26.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037599,2023-10-25T00:00:00.000Z,56677841,3,Dariq Whitehead,0,0,0,0,0,0
0,2,1,0,0,3,2,0,0,12,1,2,4,2,0,3,1037599,2023-10-25T00:00:00.000Z,17896038,3,Day'Ron Sharpe,2,6,6,4,2,9.4
1,0,2,3,2,5,4,0,0,16,2,1,10,4,0,1,1037599,2023-10-25T00:00:00.000Z,421,3,Dennis Smith Jr.,0,14,15,11,5,15.3
2,0,4,6,2,8,4,1,0,28,1,1,10,5,0,3,1037599,2023-10-25T00:00:00.000Z,158,3,Dorian Finney-Smith,0,15,17,12,7,16
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037599,2023-10-25T00:00:00.000Z,174,3,Harry Giles III,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037599,2023-10-25T00:00:00.000Z,56677722,3,Jalen Wilson,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037599,2023-10-25T00:00:00.000Z,464,3,Lonnie Walker IV,0,0,0,0,0,0
4,0,4,2,0,12,6,9,8,35,2,4,20,6,3,3,1037599,2023-10-25T00:00:00.000Z,61,3,Mikal Bridges,3,26,30,24,10,39.2
4,3,3,0,0,10,3,1,1,28,4,1,7,7,0,0,1037599,2023-10-25T00:00:00.000Z,666508,3,Nicolas Claxton,3,14,18,11,11,30.4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037599,2023-10-25T00:00:00.000Z,56677843,3,Noah Clowney,0,0,0,0,0,0
2,0,7,4,1,6,2,0,0,23,0,2,5,7,0,1,1037599,2023-10-25T00:00:00.000Z,351,3,Royce O'Neale,0,12,14,7,9,15.4
3,0,1,3,1,3,1,2,2,24,0,2,5,1,0,1,1037599,2023-10-25T00:00:00.000Z,130,3,Spencer Dinwiddie,0,6,9,8,4,9.7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037599,2023-10-25T00:00:00.000Z,17896058,3,Trendon Watford,0,0,0,0,0,0
5,1,3,8,3,17,4,0,0,31,0,1,11,3,1,0,1037599,2023-10-25T00:00:00.000Z,277,6,Caris LeVert,2,14,19,16,8,28.1
