Assists,Blocked Shots,Defensive Rebounds,3-PT Attempted,3-PT Made,FG Attempted,FG Made,Free Throws Attempted,Free Throws Made,Minutes,Offensive Rebounds,Fouls,Points,Rebounds,Steals,Turnovers,Game_ID,Game_Date,player.id,team.id,Name,Blks+Stls,Pts+Rebs,Pts+Rebs+Asts,Pts+Asts,Rebs+Asts,Fantasy Score
1,0,5,6,2,9,4,2,2,27,0,2,12,5,0,0,3277349,2023-11-03T00:00:00.000Z,344,6,Georges Niang,0,17,18,13,6,19.5
2,0,1,1,1,3,2,0,0,23,0,4,5,1,2,1,3277349,2023-11-03T00:00:00.000Z,3547247,6,Isaac Okoro,2,6,8,7,3,14.2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3277349,2023-11-03T00:00:00.000Z,38017662,6,Isaiah Mobley,0,0,0,0,0,0
0,2,5,0,0,6,4,3,2,21,2,4,10,7,1,1,3277349,2023-11-03T00:00:00.000Z,9,6,Jarrett Allen,3,17,17,10,7,26.4
0,1,1,6,1,9,4,2,1,28,0,2,10,1,1,1,3277349,2023-11-03T00:00:00.000Z,666908,6,Max Strus,2,11,11,10,1,16.2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3277349,2023-11-03T00:00:00.000Z,404,6,Ricky Rubio,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3277349,2023-11-03T00:00:00.000Z,3547299,6,Sam Merrill,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,3,0,1,0,1,0,0,3277349,2023-11-03T00:00:00.000Z,444,6,Tristan Thompson,0,1,1,0,1,1.2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3277349,2023-11-03T00:00:00.000Z,666676,6,Ty Jerome,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3277349,2023-11-03T00:00:00.000Z,56677794,12,Isaiah Wong,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3277349,2023-11-03T00:00:00.000Z,56677778,12,Oscar Tshiebwe,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3277350,2023-11-03T00:00:00.000Z,38017733,17,A.J. Green,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3277350,2023-11-03T00:00:00.000Z,56677852,17,Andre Jackson Jr.,0,0,0,0,0,0
0,0,2,2,0,10,2,0,0,17,0,1,4,2,2,0,3277350,2023-11-03T00:00:00.000Z,377,17,Bobby Portis,2,6,6,4,2,12.4
1,0,0,0,0,1,0,0,0,12,0,2,0,0,0,1,3277350,2023-11-03T00:00:00.000Z,368,17,Cameron Payne,0,0,1,1,1,0.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3277350,2023-11-03T00:00:00.000Z,56677854,17,Chris Livingston,0,0,0,0,0,0
4,1,4,7,4,15,7,12,12,36,0,0,30,4,1,4,3277350,2023-11-03T00:00:00.000Z,278,17,Damian Lillard,2,34,38,34,8,42.8
2,0,6,6,4,8,5,0,0,24,0,1,14,6,1,0,3277350,2023-11-03T00:00:00.000Z,112,17,Jae Crowder,1,20,22,16,8,27.2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3277350,2023-11-03T00:00:00.000Z,666960,17,Lindell Wigginton,0,0,0,0,0,0
2,0,1,5,3,7,5,1,0,13,1,2,13,2,0,0,3277350,2023-11-03T00:00:00.000Z,38017676,17,MarJon Beauchamp,0,15,17,15,4,18.4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3277350,2023-11-03T00:00:00.000Z,666453,17,Marques Bolden,0,0,0,0,0,0
2,0,0,2,0,4,1,0,0,24,2,2,2,2,1,1,3277350,2023-11-03T00:00:00.000Z,105,17,Pat Connaughton,1,4,6,4,4,9.4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3277350,2023-11-03T00:00:00.000Z,284,17,Robin Lopez,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3277350,2023-11-03T00:00:00.000Z,2148,17,Thanasis Antetokounmpo,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3277350,2023-11-03T00:00:00.000Z,38017691,17,TyTy Washington Jr.,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3277350,2023-11-03T00:00:00.000Z,666474,20,Charles Brown,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3277350,2023-11-03T00:00:00.000Z,666675,20,DaQuan Jeffries,0,0,0,0,0,0
0,0,3,4,1,8,1,0,0,18,1,0,3,4,0,1,3277350,2023-11-03T00:00:00.000Z,131,20,Donte DiVincenzo,0,7,7,3,4,6.8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3277350,2023-11-03T00:00:00.000Z,666971,20,Dylan Windler,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3277350,2023-11-03T00:00:00.000Z,160,20,Evan Fournier,0,0,0,0,0,0
1,0,3,3,1,10,5,3,3,22,0,1,14,3,0,1,3277350,2023-11-03T00:00:00.000Z,3547269,20,Immanuel Quickley,0,17,18,15,4,18.1
0,0,2,0,0,3,2,0,0,18,1,3,4,3,0,2,3277350,2023-11-03T00:00:00.000Z,201,20,Isaiah Hartenstein,0,7,7,4,3,5.6
4,0,3,8,2,30,17,11,9,42,2,3,45,5,1,4,3277350,2023-11-03T00:00:00.000Z,73,20,Jalen Brunson,1,50,54,49,9,56
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3277350,2023-11-03T00:00:00.000Z,17896063,20,Jericho Sims,0,0,0,0,0,0
5,1,8,4,0,9,2,2,2,36,2,4,6,10,3,0,3277350,2023-11-03T00:00:00.000Z,202,20,Josh Hart,4,16,21,11,15,37.5
5,0,8,9,1,20,5,9,5,39,4,4,16,12,2,1,3277350,2023-11-03T00:00:00.000Z,387,20,Julius Randle,2,28,33,21,17,42.9
0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,3277350,2023-11-03T00:00:00.000Z,17896033,20,Miles McBride,0,0,0,0,0,0
1,0,9,0,0,4,0,0,0,29,6,4,0,15,0,0,3277350,2023-11-03T00:00:00.000Z,399,20,Mitchell Robinson,0,15,16,1,16,19.5
2,0,4,10,5,11,6,0,0,34,0,3,17,4,0,1,3277350,2023-11-03T00:00:00.000Z,17895858,20,Quentin Grimes,0,21,23,19,6,23.8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3277350,2023-11-03T00:00:00.000Z,666423,20,RJ Barrett,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3277350,2023-11-03T00:00:00.000Z,19,20,Ryan Arcidiacono,0,0,0,0,0,0
3,0,4,0,0,15,8,2,2,30,0,3,18,4,0,4,3277351,2023-11-03T00:00:00.000Z,4,16,Bam Adebayo,0,22,25,21,7,23.3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3277351,2023-11-03T00:00:00.000Z,19465585,16,Dru Smith,0,0,0,0,0,0
6,0,1,8,4,11,7,0,0,29,0,0,18,1,1,2,3277351,2023-11-03T00:00:00.000Z,397,16,Duncan Robinson,1,19,25,24,7,29.2
3,0,2,1,0,5,4,1,1,22,3,1,9,5,1,0,3277351,2023-11-03T00:00:00.000Z,56677785,16,Jaime Jaquez Jr.,1,14,17,12,8,22.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3277351,2023-11-03T00:00:00.000Z,38017734,16,Jamal Cain,0,0,0,0,0,0
5,0,3,2,1,6,4,1,1,25,0,2,10,3,0,2,3277351,2023-11-03T00:00:00.000Z,391,16,Josh Richardson,0,13,18,15,8,19.1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3277351,2023-11-03T00:00:00.000Z,285,16,Kevin Love,0,0,0,0,0,0
7,0,1,4,1,4,1,0,0,26,2,1,3,3,2,2,3277351,2023-11-03T00:00:00.000Z,286,16,Kyle Lowry,2,6,13,10,10,21.1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3277351,2023-11-03T00:00:00.000Z,38017696,16,Nikola Jovic,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3277351,2023-11-03T00:00:00.000Z,39398582,16,Orlando Robinson,0,0,0,0,0,0
0,1,2,0,0,7,5,2,1,18,2,4,11,4,0,2,3277351,2023-11-03T00:00:00.000Z,74,16,Thomas Bryant,1,15,15,11,4,16.8
9,0,10,7,4,17,9,2,2,37,0,3,24,10,2,3,3277351,2023-11-03T00:00:00.000Z,666633,16,Tyler Herro,2,34,43,33,19,52.5
3,0,3,9,4,19,8,2,2,31,1,3,22,4,0,5,3277351,2023-11-03T00:00:00.000Z,265,30,Kyle Kuzma,0,26,29,25,7,26.3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3277352,2023-11-03T00:00:00.000Z,9051997,3,Armoni Brooks,0,0,0,0,0,0
6,0,6,0,0,8,4,0,0,33,3,3,8,9,1,4,3277352,2023-11-03T00:00:00.000Z,417,3,Ben Simmons,1,17,23,14,15,26.8
4,1,4,9,3,18,6,2,2,31,1,1,17,5,0,0,3277352,2023-11-03T00:00:00.000Z,17896048,3,Cam Thomas,1,22,26,21,9,32
0,0,9,0,0,3,3,1,0,15,1,1,6,10,0,0,3277352,2023-11-03T00:00:00.000Z,17896038,3,Day'Ron Sharpe,0,16,16,6,10,18
1,0,0,2,1,9,3,0,0,16,1,0,7,1,1,1,3277352,2023-11-03T00:00:00.000Z,421,3,Dennis Smith Jr.,1,8,9,8,2,11.7
0,1,1,9,5,14,8,0,0,33,2,1,21,3,0,0,3277352,2023-11-03T00:00:00.000Z,158,3,Dorian Finney-Smith,1,24,24,21,3,27.6
1,1,1,4,1,10,5,0,0,16,0,2,11,1,0,0,3277352,2023-11-03T00:00:00.000Z,464,3,Lonnie Walker IV,1,12,13,12,2,16.7
3,0,2,8,3,17,8,2,1,33,0,0,20,2,0,0,3277352,2023-11-03T00:00:00.000Z,61,3,Mikal Bridges,0,22,25,23,5,26.9
8,1,5,9,3,10,3,0,0,32,0,4,9,5,0,0,3277352,2023-11-03T00:00:00.000Z,351,3,Royce O'Neale,1,14,22,17,13,30
9,0,3,4,2,7,4,0,0,31,0,0,10,3,2,3,3277352,2023-11-03T00:00:00.000Z,130,3,Spencer Dinwiddie,2,13,22,19,12,30.1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3277352,2023-11-03T00:00:00.000Z,56677860,5,Adama Sanogo,0,0,0,0,0,0
2,1,2,8,2,17,7,2,2,35,1,0,18,3,0,2,3277352,2023-11-03T00:00:00.000Z,666956,5,Coby White,1,21,23,20,5,25.6
4,0,0,4,2,20,9,4,4,34,1,0,24,1,0,0,3277352,2023-11-03T00:00:00.000Z,125,5,DeMar DeRozan,0,25,29,28,5,31.2
0,0,1,2,1,3,2,0,0,14,0,2,5,1,1,2,3277352,2023-11-03T00:00:00.000Z,87,5,Jevon Carter,1,6,6,5,1,7.2
3,0,7,1,1,13,6,0,0,36,6,1,13,13,0,0,3277352,2023-11-03T00:00:00.000Z,460,5,Nikola Vucevic,0,26,29,16,16,33.1
4,0,6,2,1,4,1,0,0,23,0,4,3,6,1,1,3277352,2023-11-03T00:00:00.000Z,110,5,Torrey Craig,1,9,13,7,10,18.2
5,1,6,6,1,21,10,4,3,39,1,2,24,7,1,2,3277352,2023-11-03T00:00:00.000Z,268,5,Zach LaVine,2,31,36,29,12,43.9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3277353,2023-11-03T00:00:00.000Z,56677858,10,Brandin Podziemski,0,0,0,0,0,0
13,0,2,2,0,6,0,2,1,28,0,1,1,2,2,0,3277353,2023-11-03T00:00:00.000Z,367,10,Chris Paul,2,3,16,14,15,28.9
3,0,5,7,4,9,6,4,4,20,1,2,20,6,1,1,3277353,2023-11-03T00:00:00.000Z,407,10,Dario Saric,1,26,29,23,9,33.7
3,1,3,4,2,11,5,3,3,29,2,5,15,5,0,3,3277353,2023-11-03T00:00:00.000Z,185,10,Draymond Green,1,20,23,18,8,25.5
1,0,3,3,1,6,4,0,0,22,0,2,9,3,2,1,3277353,2023-11-03T00:00:00.000Z,2189,10,Gary Payton II,2,12,13,10,4,19.1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3277353,2023-11-03T00:00:00.000Z,398,10,Jerome Robinson,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3277353,2023-11-03T00:00:00.000Z,45658838,10,Lester Quinones,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3277353,2023-11-03T00:00:00.000Z,56677799,10,Trayce Jackson-Davis,0,0,0,0,0,0
0,0,2,3,1,6,3,0,0,17,0,1,7,2,1,0,3277353,2023-11-03T00:00:00.000Z,17896078,21,Aaron Wiggins,1,9,9,7,2,12.4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3277353,2023-11-03T00:00:00.000Z,3547271,21,Aleksej Pokusevski,0,0,0,0,0,0
1,0,1,2,1,10,6,0,0,36,1,1,13,2,0,1,3277353,2023-11-03T00:00:00.000Z,56677833,21,Cason Wallace,0,15,16,14,3,15.9
5,1,5,2,2,9,7,8,8,32,3,4,24,8,1,2,3277353,2023-11-03T00:00:00.000Z,38017685,21,Chet Holmgren,2,32,37,29,13,45.1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3277353,2023-11-03T00:00:00.000Z,44,21,Davis Bertans,0,0,0,0,0,0
1,0,0,5,3,6,4,6,5,26,0,0,16,0,0,1,3277353,2023-11-03T00:00:00.000Z,3547272,21,Isaiah Joe,0,16,17,17,1,16.5
8,0,2,0,0,12,8,5,2,35,1,6,18,3,1,6,3277353,2023-11-03T00:00:00.000Z,38017703,21,Jalen Williams,1,21,29,26,11,30.6
3,0,5,3,0,5,2,2,2,15,0,1,6,5,0,1,3277353,2023-11-03T00:00:00.000Z,38017706,21,Jaylin Williams,0,11,14,9,8,15.5
4,0,5,3,0,15,8,2,2,31,0,2,18,5,0,6,3277353,2023-11-03T00:00:00.000Z,17896065,21,Josh Giddey,0,23,27,22,9,24
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3277353,2023-11-03T00:00:00.000Z,480,21,Kenrich Williams,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3277353,2023-11-03T00:00:00.000Z,56677853,21,Keyontae Johnson,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3277353,2023-11-03T00:00:00.000Z,27924547,21,Lindy Waters III,0,0,0,0,0,0
0,0,3,6,6,12,9,7,5,30,2,4,29,5,0,1,3277353,2023-11-03T00:00:00.000Z,666541,21,Luguentz Dort,0,34,34,29,5,34
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3277353,2023-11-03T00:00:00.000Z,24572055,21,Olivier Sarr,0,0,0,0,0,0
1,0,1,3,1,3,1,0,0,6,0,0,3,1,0,1,3277353,2023-11-03T00:00:00.000Z,38017716,21,Ousmane Dieng,0,4,5,4,2,4.7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3277353,2023-11-03T00:00:00.000Z,175,21,Shai Gilgeous-Alexander,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3277353,2023-11-03T00:00:00.000Z,17896036,21,Tre Mann,0,0,0,0,0,0
3,0,1,2,1,5,2,0,0,12,0,1,5,1,0,0,3277353,2023-11-03T00:00:00.000Z,4197029,21,Vasilije Micic,0,6,9,8,4,10.7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3277354,2023-11-03T00:00:00.000Z,17554004,7,AJ Lawson,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3277354,2023-11-03T00:00:00.000Z,151,7,Dante Exum,0,0,0,0,0,0
0,1,3,1,0,3,2,0,0,25,1,2,4,4,1,0,3277354,2023-11-03T00:00:00.000Z,56677840,7,Dereck Lively II,2,8,8,4,4,14.8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3277354,2023-11-03T00:00:00.000Z,56677873,7,Dexter Dennis,0,0,0,0,0,0
1,0,0,0,0,5,2,2,2,17,1,2,6,1,0,0,3277354,2023-11-03T00:00:00.000Z,379,7,Dwight Powell,0,7,8,7,2,8.7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3277354,2023-11-03T00:00:00.000Z,17896028,7,Greg Brown III,0,0,0,0,0,0
3,0,2,4,2,6,2,0,0,14,1,2,6,3,0,0,3277354,2023-11-03T00:00:00.000Z,38017679,7,Jaden Hardy,0,9,12,9,6,14.1
2,0,4,5,3,8,5,0,0,27,1,2,13,5,2,0,3277354,2023-11-03T00:00:00.000Z,3547258,7,Josh Green,2,18,20,15,7,28
7,2,1,5,1,15,9,4,3,35,0,1,22,1,4,3,3277354,2023-11-03T00:00:00.000Z,228,7,Kyrie Irving,6,23,30,29,8,48.7
8,1,7,11,6,24,11,7,6,38,3,2,34,10,0,9,3277354,2023-11-03T00:00:00.000Z,132,7,Luka Doncic,1,44,52,42,18,52
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3277354,2023-11-03T00:00:00.000Z,257,7,Maxi Kleber,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3277354,2023-11-03T00:00:00.000Z,56677859,7,Olivier-Maxence Prosper,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3277354,2023-11-03T00:00:00.000Z,217,7,Richaun Holmes,0,0,0,0,0,0
1,0,1,1,0,1,0,0,0,5,0,1,0,1,1,0,3277354,2023-11-03T00:00:00.000Z,114,7,Seth Curry,1,1,2,1,2,5.7
2,0,3,5,1,8,3,2,2,27,0,3,9,3,1,2,3277354,2023-11-03T00:00:00.000Z,191,7,Tim Hardaway Jr.,1,12,14,11,5,16.6
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3277355,2023-11-03T00:00:00.000Z,48,15,Bismack Biyombo,0,0,0,0,0,0
0,0,2,4,0,14,8,0,0,32,1,4,16,3,0,0,3277355,2023-11-03T00:00:00.000Z,38017729,15,David Roddy,0,19,19,16,3,19.6
7,3,7,9,3,26,13,5,4,45,1,5,33,8,4,3,3277355,2023-11-03T00:00:00.000Z,3547287,15,Desmond Bane,7,41,48,40,15,71.1
3,0,0,0,0,0,0,0,0,12,0,0,0,0,0,1,3277355,2023-11-03T00:00:00.000Z,48248287,15,Jacob Gilyard,0,0,3,3,3,3.5
3,3,8,8,5,17,11,6,3,38,2,1,30,10,1,4,3277355,2023-11-03T00:00:00.000Z,231,15,Jaren Jackson Jr.,4,40,43,33,13,54.5
0,1,1,0,0,2,1,0,0,10,0,0,2,1,0,0,3277355,2023-11-03T00:00:00.000Z,666703,15,John Konchar,1,3,3,2,1,6.2
3,0,7,4,1,7,2,0,0,27,1,1,5,8,0,0,3277355,2023-11-03T00:00:00.000Z,254,15,Luke Kennard,0,13,16,8,11,19.1
4,0,2,5,0,12,4,0,0,39,1,2,8,3,1,5,3277355,2023-11-03T00:00:00.000Z,420,15,Marcus Smart,1,11,15,12,7,15.6
3,1,6,1,1,8,5,2,2,27,0,6,13,6,1,2,3277355,2023-11-03T00:00:00.000Z,17896027,15,Ziaire Williams,2,19,22,16,9,28.7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3277355,2023-11-03T00:00:00.000Z,419,25,Anfernee Simons,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3277355,2023-11-03T00:00:00.000Z,56783340,25,Duop Reath,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3277355,2023-11-03T00:00:00.000Z,17896120,25,Ish Wainright,0,0,0,0,0,0
0,1,3,0,0,2,0,0,0,9,1,2,0,4,0,0,3277355,2023-11-03T00:00:00.000Z,38017711,25,Jabari Walker,1,4,4,0,4,7.8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3277355,2023-11-03T00:00:00.000Z,47957121,25,Justin Minaya,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3277355,2023-11-03T00:00:00.000Z,56677791,25,Kris Murray,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3277355,2023-11-03T00:00:00.000Z,56677829,25,Rayan Rupert,0,0,0,0,0,0
0,1,6,0,0,4,3,3,2,20,4,1,8,10,2,1,3277355,2023-11-03T00:00:00.000Z,476,25,Robert Williams III,3,18,18,8,10,28
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3277355,2023-11-03T00:00:00.000Z,56677747,25,Scoot Henderson,0,0,0,0,0,0
1,0,1,5,1,8,3,2,2,15,0,0,9,1,1,1,3277355,2023-11-03T00:00:00.000Z,3547289,25,Skylar Mays,1,10,11,10,2,13.7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037672,2023-11-04T00:00:00.000Z,56677848,4,Amari Bailey,0,0,0,0,0,0
1,1,2,2,0,7,4,2,2,34,1,4,10,3,0,0,1037672,2023-11-04T00:00:00.000Z,56677823,4,Brandon Miller,1,13,14,11,4,18.1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037672,2023-11-04T00:00:00.000Z,38017708,4,Bryce McGowens,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037672,2023-11-04T00:00:00.000Z,666748,4,Cody Martin,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037672,2023-11-04T00:00:00.000Z,347,4,Frank Ntilikina,0,0,0,0,0,0
3,2,5,2,1,17,10,2,2,34,1,3,23,6,0,1,1037672,2023-11-04T00:00:00.000Z,204,4,Gordon Hayward,2,29,32,26,9,39.7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037672,2023-11-04T00:00:00.000Z,422,4,Ish Smith,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037672,2023-11-04T00:00:00.000Z,17896037,4,James Bouknight,0,0,0,0,0,0
0,0,3,1,1,3,3,0,0,15,1,1,7,4,0,0,1037672,2023-11-04T00:00:00.000Z,18678001,4,JT Thor,0,11,11,7,4,11.8
11,0,1,7,2,15,4,1,1,31,1,5,11,2,2,6,1037672,2023-11-04T00:00:00.000Z,3547239,4,LaMelo Ball,2,13,24,22,13,29.9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037672,2023-11-04T00:00:00.000Z,56677866,4,Leaky Black,0,0,0,0,0,0
1,2,3,0,0,12,9,9,9,30,4,2,27,7,2,3,1037672,2023-11-04T00:00:00.000Z,38017698,4,Mark Williams,4,34,35,28,8,45.9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037672,2023-11-04T00:00:00.000Z,62,4,Miles Bridges,0,0,0,0,0,0
0,2,7,0,0,4,4,2,2,18,3,1,10,10,0,1,1037672,2023-11-04T00:00:00.000Z,3547282,4,Nick Richards,2,20,20,10,10,27
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037672,2023-11-04T00:00:00.000Z,56677846,4,Nick Smith Jr.,0,0,0,0,0,0
4,2,2,1,1,13,6,2,2,33,1,0,15,3,1,1,1037672,2023-11-04T00:00:00.000Z,666950,4,P.J. Washington,3,18,22,19,7,32.6
3,1,6,5,3,14,7,5,5,31,0,0,22,6,0,0,1037672,2023-11-04T00:00:00.000Z,403,4,Terry Rozier,1,28,31,25,9,36.7
0,0,0,2,0,3,0,0,0,14,0,4,0,0,0,1,1037672,2023-11-04T00:00:00.000Z,3547253,4,Theo Maledon,0,0,0,0,0,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037672,2023-11-04T00:00:00.000Z,56677794,12,Isaiah Wong,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037672,2023-11-04T00:00:00.000Z,56677832,12,Jarace Walker,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,1037673,2023-11-04T00:00:00.000Z,56677867,14,Alex Fudge,0,0,0,0,0,0
0,0,0,2,0,2,0,0,0,4,0,1,0,0,0,0,1037673,2023-11-04T00:00:00.000Z,56677868,14,D'Moi Hodge,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037673,2023-11-04T00:00:00.000Z,1603383,14,Gabe Vincent,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037673,2023-11-04T00:00:00.000Z,56677835,14,Jalen Hood-Schifino,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037673,2023-11-04T00:00:00.000Z,457,14,Jarred Vanderbilt,0,0,0,0,0,0
5,0,8,5,2,15,8,7,6,35,1,1,24,9,3,3,1037673,2023-11-04T00:00:00.000Z,237,14,LeBron James,3,33,38,29,14,48.3
0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,1037673,2023-11-04T00:00:00.000Z,56677836,14,Maxwell Lewis,0,0,0,0,0,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037673,2023-11-04T00:00:00.000Z,666609,14,Rui Hachimura,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037673,2023-11-04T00:00:00.000Z,383,14,Taurean Prince,0,0,0,0,0,0
0,0,0,3,1,4,2,0,0,3,0,0,5,0,0,0,1037673,2023-11-04T00:00:00.000Z,666885,22,Admiral Schofield,0,5,5,5,0,5
2,0,3,3,2,6,4,1,1,30,1,2,11,4,1,0,1037673,2023-11-04T00:00:00.000Z,56677827,22,Anthony Black,1,15,17,13,6,21.8
1,0,1,0,0,0,0,0,0,3,0,0,0,1,0,0,1037673,2023-11-04T00:00:00.000Z,38017724,22,Caleb Houstan,0,1,2,1,2,2.7
1,0,0,1,0,1,0,0,0,3,1,0,0,1,0,0,1037673,2023-11-04T00:00:00.000Z,666818,22,Chuma Okeke,0,1,2,1,2,2.7
1,0,2,5,3,9,4,3,3,23,3,1,14,5,0,3,1037673,2023-11-04T00:00:00.000Z,3547251,22,Cole Anthony,0,19,20,15,6,18.5
0,0,0,1,0,2,0,0,0,3,1,0,0,1,0,0,1037673,2023-11-04T00:00:00.000Z,56677839,22,Jett Howard,0,1,1,0,1,1.2
3,0,3,5,2,6,2,1,1,25,0,2,7,3,1,2,1037673,2023-11-04T00:00:00.000Z,226,22,Joe Ingles,1,10,13,10,6,16.1
0,1,0,2,0,3,0,0,0,11,0,2,0,0,0,1,1037673,2023-11-04T00:00:00.000Z,229,22,Jonathan Isaac,1,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037673,2023-11-04T00:00:00.000Z,165,22,Markelle Fultz,0,0,0,0,0,0
2,0,3,3,1,10,6,0,0,19,5,5,13,8,1,2,1037673,2023-11-04T00:00:00.000Z,462,22,Moritz Wagner,1,21,23,15,10,26.6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037673,2023-11-04T00:00:00.000Z,85,22,Wendell Carter Jr.,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037674,2023-11-04T00:00:00.000Z,56677838,1,Kobe Bufkin,0,0,0,0,0,0
