"ast","blk","dreb","fg3a","fg3m","fga","fgm","fta","ftm","min","oreb","pf","pts","reb","stl","turnover","game.id","game.date","game.home_team_id","game.postseason","game.visitor_team_id","player.id","player.position","player.team_id","team.id","team.full_name","player_name","blk_stl","pts_rebs","pts_rebs_ast","pts_ast","rebs_ast","fantasy"
5,0,4,6,2,15,6,4,4,"26",0,1,18,4,2,2,1037596,"2023-10-25T00:00:00.000Z",12,FALSE,30,38017686,"G-F",12,12,"Indiana Pacers","Bennedict Mathurin",2,22,27,23,9,34.3
11,2,3,6,2,16,9,0,0,"27",0,1,20,3,1,3,1037596,"2023-10-25T00:00:00.000Z",12,FALSE,30,3547245,"G",12,12,"Indiana Pacers","Tyrese Haliburton",3,23,34,31,14,46.1
5,1,2,7,4,9,5,0,0,"25",0,0,14,2,1,1,1037596,"2023-10-25T00:00:00.000Z",12,FALSE,30,210,"G",12,12,"Indiana Pacers","Buddy Hield",2,16,21,19,7,28.9
0,0,3,0,0,4,2,0,0,"11",1,2,4,4,0,0,1037596,"2023-10-25T00:00:00.000Z",12,FALSE,30,17896035,"F",12,12,"Indiana Pacers","Isaiah Jackson",0,8,8,4,4,8.8
2,0,1,0,0,2,2,0,0,"06",0,0,4,1,2,0,1037596,"2023-10-25T00:00:00.000Z",12,FALSE,30,304,"G",12,12,"Indiana Pacers","T.J. McConnell",2,5,7,6,3,14.2
10,0,3,1,0,9,6,0,0,"22",1,4,12,4,0,2,1037596,"2023-10-25T00:00:00.000Z",12,FALSE,30,38017507,"G-F",12,12,"Indiana Pacers","Andrew Nembhard",0,16,26,22,14,29.8
1,1,4,3,1,5,2,2,2,"23",1,3,7,5,0,1,1037596,"2023-10-25T00:00:00.000Z",12,FALSE,30,3547250,"G-F",12,12,"Indiana Pacers","Aaron Nesmith",1,12,13,8,6,16.5
0,0,0,0,0,0,0,0,0,"00",0,0,0,0,0,0,1037596,"2023-10-25T00:00:00.000Z",12,FALSE,30,439,"F",13,12,"Indiana Pacers","Daniel Theis",0,0,0,0,0,0
0,0,3,1,0,5,0,0,0,"06",1,1,0,4,1,0,1037596,"2023-10-25T00:00:00.000Z",12,FALSE,30,56677832,"F",12,12,"Indiana Pacers","Jarace Walker",1,4,4,0,4,7.8
0,0,0,0,0,0,0,0,0,"00",0,0,0,0,0,0,1037596,"2023-10-25T00:00:00.000Z",12,FALSE,30,38017701,"G",12,12,"Indiana Pacers","Kendall Brown",0,0,0,0,0,0
1,1,0,2,1,7,2,0,0,"06",1,0,5,1,0,0,1037596,"2023-10-25T00:00:00.000Z",12,FALSE,30,3547207,"F",12,12,"Indiana Pacers","Jordan Nwora",1,6,7,6,2,10.7
0,0,0,0,0,1,0,0,0,"06",0,0,0,0,0,0,1037596,"2023-10-25T00:00:00.000Z",12,FALSE,30,56677861,"G",12,12,"Indiana Pacers","Ben Sheppard",0,0,0,0,0,0
0,0,5,2,2,6,5,1,1,"13",3,4,13,8,1,0,1037596,"2023-10-25T00:00:00.000Z",12,FALSE,30,3547264,"F-C",12,12,"Indiana Pacers","Jalen Smith",1,21,21,13,8,25.6
0,0,0,0,0,0,0,0,0,"00",0,0,0,0,0,0,1037596,"2023-10-25T00:00:00.000Z",12,FALSE,30,56677778,"F-C",12,12,"Indiana Pacers","Oscar Tshiebwe",0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,"00",0,0,0,0,0,0,1037596,"2023-10-25T00:00:00.000Z",12,FALSE,30,56677794,"G",12,12,"Indiana Pacers","Isaiah Wong",0,0,0,0,0,0
0,2,1,4,1,18,9,6,6,"25",1,0,25,2,0,0,1037596,"2023-10-25T00:00:00.000Z",12,FALSE,30,265,"F",30,30,"Washington Wizards","Kyle Kuzma",2,27,27,25,2,33.4
5,0,5,0,0,8,4,2,1,"21",2,0,9,7,1,2,1037596,"2023-10-25T00:00:00.000Z",12,FALSE,30,3547242,"F",30,30,"Washington Wizards","Deni Avdija",1,16,21,14,12,25.9
0,2,4,0,0,2,2,4,2,"21",1,5,6,5,0,0,1037596,"2023-10-25T00:00:00.000Z",12,FALSE,30,666577,"F",30,30,"Washington Wizards","Daniel Gafford",2,11,11,6,5,18
